Nr Code,Variable Name,Is TT,Match (Yes/No/Maybe),Include,Matching Text,LLM_Reason,Accepted
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,N,,,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,N,,,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,N,,,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,N,,Autovadītāja sēdekļa jostas vietas atbalsts,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,N,,,
NR88,Elektriski regulējams vadītāja sēdeklis,N,Yes,Y,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,X
NR89,Elektriski regulējams pasažiera sēdeklis,N,Yes,Y,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,X
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,N,,,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,N,,,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,Yes,Y,"Sēdekļi ar daļēju PVC un auduma apdari, Black","Sēdekļi ar daļēju PVC un auduma apdari, Black",X
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,N,,,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,N,,,
NR95,— INTERJERS – VADĪTĀJA PALĪDZĪBAS TEHNOLOĢIJAS —,Y,,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,N,,,
NR97,Aklā zona uzraudzība,N,Yes,Y,"Aklās"" zonas brīdinājuma sistēma un ""aklās"" zonas palīgsistēma","Aklās"" zonas brīdinājuma sistēma un ""aklās"" zonas palīgsistēma",X
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,Yes,Y,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu un brīdinājums par satiksmi aizmugurē,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu un brīdinājums par satiksmi aizmugurē,X
NR99,Kruīza Kontrole,N,No,N,,Inteliģentā kruīza kontrole,
NR100,Kruīza kontrole - adaptīva,N,Yes,Y,nteliģentā kruīza kontrole,Inteliģentā kruīza kontrole,X
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,N,,,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,Yes,Y,"Satiksmes sastrēgumu ""pilota"" sistēma",Pro PILOT Assist ar Navi-Link,X
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,Yes,Y,Pro PILOT Assist ar Navi-Link,Pro PILOT Assist ar Navi-Link,X
NR104,Joslas centrs un apdzīšanas palīgs,N,Yes,Y,Inteliģentā braukšanas joslas saglabāšanas palīgsistēma,Inteliģentā braukšanas joslas saglabāšanas palīgsistēma,X
NR105,Kamera - priekšējais 360° skats,N,Yes,Y,nteliģentais apkārtskata monitors (360° kamera),nteliģentais apkārtskata monitors (360° kamera),X
NR106,Kamera - aizmugures skats,N,No,N,,,
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,Y,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,X
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,Y,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,X
NR109,— MEHĀNIKA -  ŠASIJA —,Y,,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Y,Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas sistēmu,Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas sistēmu,X
NR111,AEBS ar gājēju atpazīšanu,N,Yes,Y,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu,X
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,N,,,
NR113,Stāvvietas bremze - elektriska,N,Yes,Y,Elektroniskā stāvbremze,"Elektroniskā stāvbremze un ""Auto Hold"" funkcija",X
NR114,— MEHĀNIKA -  RITEŅI/RIEPAS —,Y,,,,,
NR115,"17"" tērauda riteņi",N,No,N,,,
NR116,"17"" vieglmetāla riteņi",N,No,N,,,
NR117,"18"" tērauda riteņi",N,No,N,,,
NR118,"18"" vieglmetāla riteņi",N,No,N,,,
NR119,"19"" tērauda riteņi",N,No,N,,,
NR120,"19"" vieglmetāla riteņi",N,Yes,Y,"19"" vieglmetāla diski ar aerodinamiskām uzlikām","19"" vieglmetāla diski ar aerodinamiskām uzlikām",X
NR121,"20"" tērauda riteņi",N,No,N,,,
NR122,"20"" vieglmetāla riteņi",N,No,N,,,
NR123,Rezerves ritenis,N,No,N,,,
NR124,Piekabes āķis,N,No,N,,,
NR125,— DROŠĪBA UN AIZSARDZĪBA —,Y,,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,N,,,
NR127,Gaisa spilveni - aizkari,N,Yes,Y,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem","Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",X
NR128,Gaisa spilveni – sānu,N,Yes,Y,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem","Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",X
NR129,Signalizācija – perimetra,N,Yes,Y,Signalizācija ar drošības un pretaizdzīšanas aizsardzību,,X
NR130,Bezatslēgas iedarbināšana,N,No,N,,,
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,Y,Inteliģentā atslēga,Inteliģentā atslēga,X
NR132,— GARANTIJA —,Y,,,,,
NR133,Papildus garantija – 3 gadi,N,No,N,,,
NR134,Papildus garantija – 4 gadi,N,No,N,,,
NR135,Papildus garantija – 5 gadi,N,No,N,,,
NR136,Papildus garantija – 6 gadi,N,No,N,,,
NR137,Papildus garantija – 7 gadi,N,No,N,,,
NR138,8 gadu akumulatora garantija,N,No,N,,,
