Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR35,Priekšējie vējstikla tīrītāji - Automātiski,N,Yes,Lietus sensors,Yes,☑,Lietus sensors,Yes (3Y/0M/0N),"""Lietus sensors""",
NR36,Stikls - Tonēts ar privātuma aizsardzību aizmugurē,N,Yes,aptumšoti aizmugurējie sānu logi un aizmugurējais stikls,Yes,☑,skaņu izolējoši durvju logi un aptumšoti aizmugurējie sānu logi un aizmugurējais stikls,Yes (3Y/0M/0N),"""skaņu izolējoši durvju logi un aptumšoti aizmugurējie sānu logi un aizmugurējais stikls""",
NR37,Apsildāms vējstikls,N,No,,Maybe,☑,Karstumu aizturošs vējstikls,No (0Y/0M/3N),,
NR38,Bagāžnieka durvis - Elektriskas,N,Yes,bagāžas nodalījuma atvēršana ar sensoru palīdzību un elektriska aizvēršana,Yes,☑,bagāžas nodalījuma atvēršana ar sensoru palīdzību un elektriska aizvēršana,Yes (3Y/0M/0N),"""elektriska aizvēršana""",
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,Yes,bagāžas nodalījuma atvēršana ar sensoru palīdzību un elektriska aizvēršana,Yes,☑,bagāžas nodalījuma atvēršana ar sensoru palīdzību un elektriska aizvēršana,Yes (3Y/0M/0N),"""bagāžas nodalījuma atvēršana ar sensoru palīdzību un elektriska aizvēršana""",
NR40,Jumta sliedes,N,Yes,sudraboti jumta reliņi,Yes,☑,sudraboti jumta reliņi,Yes (3Y/0M/0N),"""Melni jumta reliņi""",
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,No,,No,☐,,No (0Y/0M/3N),,
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,No,,No,☐,,Maybe (1Y/0M/2N),LED plus priekšējie lukturi,
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,No,,No,☐,,Yes (3Y/0M/0N),"""Tālo gaismu asistents Light Assist""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,No,,Yes,☑,Tālo gaismu asistents Light Assist,Yes (3Y/0M/0N),"""Tālo gaismu asistents Light Assist""",
NR49,Priekšējie lukturi – LED,N,Yes,LED priekšējie lukturi,Yes,☑,LED priekšējie lukturi,Yes (3Y/0M/0N),"""LED priekšējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,Yes,☑,LED plus priekšējie lukturi - dinamiskās līkumgaismas,Yes (3Y/0M/0N),"""dinamiskās līkumgaismas""",
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,Yes,Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli,Yes,☑,Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli,Yes (3Y/0M/0N),"""Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,Yes,Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli,Yes,☑,Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli,Yes (3Y/0M/0N),"""Gaisa kondicionēšanas sistēma Climatronic ar 3-zonu temperatūras kontroli""",
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Yes,mērierīču paneļa un durvju komforta apgaismojums (10 krāsas),Yes,☑,mērierīču paneļa un durvju komforta apgaismojums (10 krāsas),Yes (3Y/0M/0N),"""Mērierīču paneļa un durvju komforta apgaismojums (10 krāsas)""",
NR58,Centrālā konsole ar roku balstu,N,Yes,Priekšējais elkoņbalsts,Yes,☑,Priekšējais elkoņbalsts,Yes (3Y/0M/0N),"""Priekšējais elkoņbalsts""",
NR59,Automātiski tumšojams salona spogulis,N,Yes,Pašaptumšojošs salona atpakaļskata spogulis,Yes,☑,Pašaptumšojošs salona atpakaļskata spogulis,Yes (3Y/0M/0N),"""Pašaptumšojošs salona atpakaļskata spogulis""",
NR60,12 V bagāžas nodalījumā,N,Yes,12V ligzda bagāžas nodalījumā,Yes,☑,12V ligzda bagāžas nodalījumā,Yes (3Y/0M/0N),"""12V ligzda bagāžas nodalījumā""",
NR61,Bezvadu uzlāde,N,No,,No,☐,,No (0Y/0M/3N),,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,Informācijas un izklaides sistēma ar 32cm skārienekrānu,Yes,☑,Informācijas un izklaides sistēma ar 32cm skārienekrānu,Yes (3Y/0M/0N),"""Informācijas un izklaides sistēma ar 32cm skārienekrānu""",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,Maybe,sagatavots navigācijas aktivizēšanai,No,☐,,No (0Y/2M/1N),"""sagatavots navigācijas aktivizēšanai""",
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/0M/3N),,
NR70,Android Auto un Apple CarPlay,N,No,,No,☐,,Yes (3Y/0M/0N),"""App Connect funkcija""",
NR71,Android Auto un Apple CarPlay - bezvadu,N,Yes,App Connect funkcija ar App-Connect Wireless,Yes,☑,App Connect funkcija ar App-Connect Wireless,Yes (3Y/0M/0N),"""App Connect funkcija ar App-Connect Wireless""",
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,Apsildāma ādas apdares multifunkciju stūre,No,☐,,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre""",
NR76,Ādas stūres rats,N,No,,Yes,☑,Apsildāma ādas apdares multifunkciju stūre,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,Yes,Digitāls mērsinstrumentu panelis Pro (26cm),Yes,☑,Digitāls mērsinstrumentu panelis Pro (26cm),Yes (3Y/0M/0N),"""Digitāls mērsinstrumentu panelis Pro (26cm)""",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļ,Yes,☑,Apsildāmi priekšējie sēdekļ,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļ""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļ,Yes,☑,Apsildāmi priekšējie sēdekļ,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļ""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,Yes,Priekšējie sēdekļi ar muguras komforta regulāciju,Yes,☑,Priekšējie sēdekļi ar muguras komforta regulāciju,Yes (3Y/0M/0N),"""Priekšējie sēdekļi ar muguras komforta regulāciju""",
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,Yes (3Y/0M/0N),"""Priekšējie sēdekļi ar muguras komforta regulāciju""",
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Auduma sēdekļu apdare""",
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,Yes,Stāvvietā novietošanas asistents Park Assist Plus,Yes,☑,Stāvvietā novietošanas asistents Park Assist Plus,Yes (3Y/0M/0N),"""Stāvvietā novietošanas asistents Park Assist Plus""",
NR97,Aklā zona uzraudzība,N,No,,Yes,☑,Braukšanas joslu maiņas asistents Side Assist,Yes (3Y/0M/0N),"""Braukšanas joslu maiņas asistents Side Assist""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,No,,Yes,☑,Braukšanas joslu maiņas asistents Side Assist,Yes (3Y/0M/0N),"""Priekšējā šķērssatiksmes palīgsistēma""",
NR99,Kruīza Kontrole,N,Yes,Kruīza kontrole,No,☐,,Yes (3Y/0M/0N),"""Ātruma ierobežotājs""",
NR100,Kruīza kontrole - adaptīva,N,Yes,"Adaptīvā kruīza kontrole (ACC) , Stop & Go funkcija",Yes,☑,Adaptīvā kruīza kontrole (ACC),Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole (ACC)""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,Yes,"Adaptīvā kruīza kontrole (ACC) , Stop & Go funkcija",Yes,☑,"Adaptīvā kruīza kontrole (ACC) , Stop & Go funkcija",Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole (ACC) , Stop & Go funkcija""",
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/1M/2N),"""Adaptīvā kruīza kontrole (ACC) , Stop & Go funkcija""",
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Braukšanas joslu uzturēšanas asistents Lane Assist""",
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,Atpakaļskata kamera,Yes,☑,Atpakaļskata kamera,Yes (3Y/0M/0N),"""Atpakaļskata kamera""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,stāvvietā novietošanas sensoriem priekšā,Yes,☑,stāvvietā novietošanas sensoriem priekšā,Yes (3Y/0M/0N),"""stāvietā novietošanas sensoriem priekšā""",
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,stāvvietā novietošanas sensoriem aizmugurē,Yes,☑,stāvvietā novietošanas sensoriem aizmugurē,Yes (3Y/0M/0N),"""stāvietā novietošanas sensoriem aizmugurē""",
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,"Sadursmes novēršanas brīdinājuma sistēma Front Assist, ar gājēju un velosipēdistu uzraudzību",Yes,☑,"Sadursmes novēršanas brīdinājuma sistēma Front Assist, ar gājēju un velosipēdistu uzraudzību",Yes (3Y/0M/0N),"""Sadursmes novēršanas brīdinājuma sistēma Front Assist, ar gājēju un velosipēdistu uzraudzību""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,Yes,Atkārtotas sadursmes novēršanas sistēma (Multi-collision brake),Yes,☑,Atkārtotas sadursmes novēršanas sistēma (Multi-collision brake),Yes (3Y/0M/0N),"""Atkārtotas sadursmes novēršanas sistēma (Multi-collision brake)""",
NR113,Stāvvietas bremze - elektriska,N,Yes,Elektroniskā stāvbremze ar Auto Hold funkciju,Yes,☑,Elektroniskā stāvbremze ar Auto Hold funkciju,Yes (3Y/0M/0N),"""Elektroniskā stāvbremze ar Auto Hold funkciju""",
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,Yes,Vieglmetāla diski Bari 7J x 17,Yes,☑,Vieglmetāla diski Bari 7J x 17,Yes (3Y/0M/0N),"""Vieglmetāla diski Bari 7J x 17""",
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,Yes,"Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem, ar centrālo drošības spilvenu",Yes,☑,"Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem, ar centrālo drošības spilvenu",Yes (3Y/0M/0N),"""Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem, ar centrālo drošības spilvenu""",
NR127,Gaisa spilveni - aizkari,N,No,,Yes,☑,Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem,No (0Y/0M/3N),,
NR128,Gaisa spilveni – sānu,N,Yes,Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem,Yes,☑,Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem,Yes (3Y/0M/0N),"""Galvas un sānu drošības spilvenu sistēma priekšā un aizmugurē sēdošajiem""",
NR129,Signalizācija – perimetra,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,Yes,bezatslēgas dzinēja startēšana,Yes,☑,bezatslēgas dzinēja startēšana,Yes (3Y/0M/0N),"""bezatslēgas dzinēja startēšana""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes,☑,bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes (3Y/0M/0N),"""bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,Yes,5 gadu līdz 100 000km garantija,Yes,☑,5 gadu līdz 100 000km garantija,Yes (3Y/0M/0N),"""5 gadu līdz 100 000km garantija""",
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,Yes,Augstsprieguma akumulatoram (e Hybrid) 8 gadi vai 160 000km,Yes,☑,Augstsprieguma akumulatoram (e Hybrid) 8 gadi vai 160 000km,Yes (3Y/0M/0N),"""Augstsprieguma akumulatoram (e Hybrid) 8 gadi vai 160 000km""",
