Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,No,☐,,No (0Y/0M/3N),,
NR40,Jumta sliedes,N,No,,No,☐,,No (0Y/0M/3N),,
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,No,,No,☐,,No (0Y/0M/3N),,
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,Yes,Automātiska tuvo gaismu aktivizēšana,Yes,☑,Automātiska tuvo gaismu aktivizēšana,Yes (3Y/0M/0N),"""Automātiska tuvo gaismu aktivizēšana""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,No,,No,☐,,No (0Y/0M/3N),,
NR49,Priekšējie lukturi – LED,N,Yes,LED priekšējie lukturi,Yes,☑,LED priekšējie lukturi,Yes (3Y/0M/0N),"""LED priekšējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,Yes,☑,Climatronic automātiska gaisa kondicionēšanas sistēma,Yes (3Y/0M/0N),"""Climatronic automātiska gaisa kondicionēšanas sistēma""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,Yes,Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli,Yes,☑,Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli,Yes (3Y/0M/0N),"""Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli""",
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Yes,Salona komforta apgaismojums (30 krāsas),Yes,☑,Salona komforta apgaismojums (30 krāsas),Yes (3Y/0M/0N),"""Salona komforta apgaismojums (30 krāsas)""",
NR58,Centrālā konsole ar roku balstu,N,Yes,"Variējama centrālā konsole ar apgaismotu sīklietu novietni ar bīdāmu pārsegu, 2 glāžu turētājiem",No,☐,,Maybe (1Y/2M/0N),"Variējama centrālā konsole ar apgaismotu sīklietu novietni ar bīdāmu pārsegu, 2 glāžu turētājiem",
NR59,Automātiski tumšojams salona spogulis,N,Yes,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes,☑,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes (3Y/0M/0N),"""Salona atpakaļskata spogulis ar automātisku aptumšošanos""",
NR60,12 V bagāžas nodalījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR61,Bezvadu uzlāde,N,No,,No,☐,,No (0Y/0M/3N),,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Radio Ready 2 Discover Max - 32.7cm skārienekrāns""",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,No,,Yes,☑,Navigācijas sistēma Discover Pro,Yes (3Y/0M/0N),"""Navigācijas sistēma Discover Pro""",
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/1M/2N),Sagatavots navigācijas sistēmas Discover Pro aktivizēšanai,
NR70,Android Auto un Apple CarPlay,N,No,,No,☐,,No (0Y/0M/3N),,
NR71,Android Auto un Apple CarPlay - bezvadu,N,Yes,App Connect funkcija ar App-Connect Wireless,Yes,☑,App Connect funkcija ar App-Connect Wireless,Yes (3Y/0M/0N),"""App Connect funkcija ar App-Connect Wireless""",
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,"Apsildāma ādas apdares multifunkciju stūre, skārienjūtīga",Yes,☑,Apsildāma ādas apdares multifunkciju stūre,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre, skārienjūtīga""",
NR76,Ādas stūres rats,N,No,,Yes,☑,Apsildāma ādas apdares multifunkciju stūre,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre, skārienjūtīga""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,No,,No,☐,,No (0Y/0M/3N),,
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,Apsildāmi priekšējie sēdekļi,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,Apsildāmi priekšējie sēdekļi,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,No,,No,☐,,Maybe (1Y/0M/2N),Auduma sēdekļu apdare Matrix,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,Yes,☑,mikroflīša sēdekļu apdare Art Velours,Maybe (1Y/0M/2N),mikroflīša sēdekļu apdare Art Velours,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,Yes,☑,Inteliģentā parkošanās palīdzība,Yes (3Y/0M/0N),"""Inteliģentā parkošanās palīdzība""",
NR97,Aklā zona uzraudzība,N,No,,Yes,☑,"Braukšanas joslu maiņas asistents ""Side Assist""",Yes (3Y/0M/0N),"""Braukšanas joslu maiņas asistents 'Side Assist'""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,Yes,"Braukšanas joslu maiņas asistents ""Side Assist"" ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert",Yes,☑,"Braukšanas joslu maiņas asistents ""Side Assist"" ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert",Yes (3Y/0M/0N),"""Braukšanas joslu maiņas asistents 'Side Assist' ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert""",
NR99,Kruīza Kontrole,N,No,,No,☐,,Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole (ACC)""",
NR100,Kruīza kontrole - adaptīva,N,Yes,Adaptīvā kruīza kontrole (ACC),Yes,☑,Adaptīvā kruīza kontrole (ACC),Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole (ACC)""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,Maybe (1Y/0M/2N),Braukšanas joslu uzturēšanas asistents Lane Assist,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,Atpakaļskata kamera,Yes,☑,Atpakaļskata kamera,Yes (3Y/0M/0N),"""Atpakaļskata kamera""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,No,,No,☐,,No (0Y/0M/3N),,
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,No,,No,☐,,No (0Y/0M/3N),,
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Gājēju un velobraucēju uzraudzības sistēma,Yes,☑,Gājēju un velobraucēju uzraudzības sistēma,Yes (3Y/0M/0N),"""Gājēju un velobraucēju uzraudzības sistēma""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,No,,No,☐,,No (0Y/0M/3N),,
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,Yes,"Vieglmetāla diski Hamar R19, Black",Yes,☑,Vieglmetāla diski 8Jx19 priekšā un aizmugurē,Yes (3Y/0M/0N),"""Vieglmetāla diski Hamar R19, Black""",
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,Yes,"Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu",Yes,☑,Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā,Yes (3Y/0M/0N),"""Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu""",
NR127,Gaisa spilveni - aizkari,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Galvas drošības spilvenu sistēma""",
NR128,Gaisa spilveni – sānu,N,Yes,Sānu drošības spilveni priekšā,Yes,☑,Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā,Yes (3Y/0M/0N),"""sānu drošības spilveni priekšā""",
NR129,Signalizācija – perimetra,N,No,,Yes,☑,Ražotāja signalizācija ar salona uzraudzību un pretaizdzīšanas aizsardzību,Maybe (1Y/0M/2N),"""Ražotāja signalizācija ar salona uzraudzību un pretaizdzīšanas aizsardzību""",
NR130,Bezatslēgas iedarbināšana,N,No,,Yes,☑,Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes (3Y/0M/0N),"""Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes,☑,Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes (3Y/0M/0N),"""Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,Yes,Automašīnai 5 gadu līdz 100 000km garantija,Yes,☑,Automašīnai 5 gadu līdz 100 000km garantija,Yes (3Y/0M/0N),"""Automašīnai 5 gadu līdz 100 000km garantija""",
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,Yes,Akumulatora garantija 8 gadi,Yes,☑,Akumulatora garantija 8 gadi,Yes (3Y/0M/0N),"""Akumulatora garantija 8 gadi""",
