Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR37,Apsildāms vējstikls,N,No,,No,☐,,No (0Y/0M/3N),,
NR38,Bagāžnieka durvis - Elektriskas,N,No,,No,☐,,No (0Y/0M/3N),,
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,No,☐,,No (0Y/0M/3N),,
NR40,Jumta sliedes,N,Yes,Jumta reliņi [720/B27],Yes,☑,"Roof Rails mentioned in ""725 Jumta reliņi [720/B27]""",Yes (3Y/0M/0N),"""725 Jumta reliņi""",
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,No,,No,☐,,No (0Y/0M/3N),,
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,No,,No,☐,,No (0Y/0M/3N),,
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,No,,No,☐,,No (0Y/0M/3N),,
NR49,Priekšējie lukturi – LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,Yes,Automātiskā klimata kontrole THERMATIC,No,☐,,Yes (3Y/0M/0N),"""580 Automātiskā klimata kontrole THERMATIC""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,No,,Yes,☑,"Ambient Lighting - Interior w/ Multi Colour LED mentioned in ""sēdošajiem Izgaismotas Mercedes-Benz uzlikas uz priekšējo durvju sliekšņiem""",No (0Y/0M/3N),,
NR58,Centrālā konsole ar roku balstu,N,Yes,Centrālā konsole ar roku balstu,Yes,☑,"Centre Console w Armrest mentioned in ""S S S""",Yes (3Y/0M/0N),"""310 Glāžu turētāji viduskonsolē""",
NR59,Automātiski tumšojams salona spogulis,N,No,,No,☐,,Maybe (1Y/0M/2N),"""P49 Spoguļu pakotne - ietver 252 Pašaptumšojošs atpakaļskata spogulis""",
NR60,12 V bagāžas nodalījumā,N,Yes,12V kontaktligzda bagāžas nodalījumā,Yes,☑,"12V in the luggage compartment mentioned in ""U35 12V kontaktligzda bagāžas nodalījumā""",Yes (3Y/0M/0N),"""U35 12V kontaktligzda bagāžas nodalījumā""",
NR61,Bezvadu uzlāde,N,No,,No,☐,,No (0Y/0M/3N),,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,Yes,"Digitālais displejs – līdz 8,9""",No,☐,,Yes (3Y/0M/0N),"""859 10,25 collu ekrāns viduskonsolē""",
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,Yes (3Y/0M/0N),"""859 10,25 collu ekrāns viduskonsolē""",
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,No,,No,☐,,No (0Y/0M/3N),,
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,Yes,Navigācijas sistēmas sagatave,Yes,☑,"Navigation Centre mentioned in ""MBUX Premium navigācijas pakete - ietver 01U Navigācijas sistēmas sagatave""",Yes (3Y/0M/0N),"""PBG Digitālie papildu pakalpojumi: MBUX Premium navigācijas pakete""",
NR69,Navigācijas centrs - savienots,N,Yes,Digitālie papildu pakalpojumi: Navigācijas ierīce ar cieto disku,Yes,☑,"Navigation Centre - Connected mentioned in ""MBUX Premium navigācijas pakete - ietver 01U Navigācijas sistēmas sagatave""",Maybe (1Y/0M/2N),"""PBG Digitālie papildu pakalpojumi: MBUX Premium navigācijas pakete""",
NR70,Android Auto un Apple CarPlay,N,Yes,Android Auto un Apple CarPlay,Yes,☑,"Android Auto & Apple CarPlay mentioned in ""16U Apple Car Play"" and ""17U Android Auto""",Yes (3Y/0M/0N),"""16U Apple Car Play""",
NR71,Android Auto un Apple CarPlay - bezvadu,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,Apsildāms stūres rats,No,☐,,No (0Y/0M/3N),,
NR76,Ādas stūres rats,N,Yes,Ādas stūres rats,Yes,☑,"Leather Steering Wheel mentioned in ""L3E Daudzfunkciju sporta stūre ar ādas apdari""",Yes (3Y/0M/0N),"""L3E Daudzfunkciju sporta stūre ar ādas apdari""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,Yes (3Y/0M/0N),"""859 10,25 collu ekrāns viduskonsolē""",
NR79,"Digitālais displejs 12+""",N,No,,No,☐,,No (0Y/0M/3N),,
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,"Heated Driver Seat mentioned in ""873 Apsildāmi priekšējie sēdekļi""",Yes (3Y/0M/0N),"""873 Apsildāmi priekšējie sēdekļi""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāms pasažiera sēdeklis,Yes,☑,"Heated Passenger Seat mentioned in ""873 Apsildāmi priekšējie sēdekļi""",Maybe (1Y/0M/2N),"""873 Apsildāmi priekšējie sēdekļi""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,Yes (3Y/0M/0N),"""U22 4-virzienu jostasvietas atbaksta regulēšana""",
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,Maybe (1Y/0M/2N),"""U22 4-virzienu jostasvietas atbaksta regulēšana""",
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,Maybe (2Y/0M/1N),"""U22 4-virzienu jostasvietas atbaksta regulēšana""",
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,Maybe (2Y/0M/1N),"""U22 4-virzienu jostasvietas atbaksta regulēšana""",
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,Yes,Sēdekļu apdare – sintētiskā āda,Yes,☑,"Seat Trim - Cloth/Synthetic Leather mentioned in ""311A ARTICO mākslīgās ādas apdare / Bertrix tekstils, melna""",No (0Y/0M/3N),,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,Yes,☑,"Seat Trim - Synthetic Leather mentioned in ""311A ARTICO mākslīgās ādas apdare""",Maybe (2Y/0M/1N),"""311A ARTICO mākslīgās ādas apdare""",
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,Yes,Automātiskā stāvvietas sistēma,Yes,☑,"Automated Parking System mentioned in ""P44 Parkošanās pakotne ar atpakaļskata kameru - iekļauta 218 Atpakaļskata kamera 235 Parkošanās palīdzības sistēma PARKTRONIC""",Maybe (1Y/0M/2N),"""P44 Parkošanās pakotne ar atpakaļskata kameru - iekļauta 218 Atpakaļskata kamera""",
NR97,Aklā zona uzraudzība,N,Yes,Aklā zona uzraudzība,Yes,☑,"Blind Spot Monitoring mentioned in ""234 Aklo zonu asistents""",Yes (3Y/0M/0N),"""234 Aklo zonu asistents""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,No,,No,☐,,No (0Y/0M/3N),,
NR99,Kruīza Kontrole,Y,,,,☐,,,,
NR100,Kruīza kontrole - adaptīva,N,No,,No,☐,,No (0Y/0M/3N),,
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,Kamera - aizmugures skats,Yes,☑,"Camera - Rear View mentioned in ""218 Atpakaļskata kamera""",Yes (3Y/0M/0N),"""218 Atpakaļskata kamera""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,No,,Yes,☑,"Parking Aid - Front Sensors mentioned in ""P44 Parkošanās pakotne ar atpakaļskata kameru""",No (0Y/0M/2N),,
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,No,,Yes,☑,"Parking Aid - Rear Sensors mentioned in ""P44 Parkošanās pakotne ar atpakaļskata kameru""",No (0Y/0M/3N),,
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,No,,No,☐,,No (0Y/0M/3N),,
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,Yes,☑,"18"" Alloy Wheels mentioned in ""R31 18'' vieglmetāla diski""",No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,Yes,"18"" vieglmetāla diski",No,☐,,Yes (3Y/0M/0N),"""R31 18'' vieglmetāla diski""",
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,,No,☐,,No (0Y/0M/3N),,
NR127,Gaisa spilveni - aizkari,N,No,,No,☐,,No (0Y/0M/3N),,
NR128,Gaisa spilveni – sānu,N,No,,No,☐,,No (0Y/0M/3N),,
NR129,Signalizācija – perimetra,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,Yes,KEYLESS-GO bezatslēgas atvēršana un iedarbināšana,Yes,☑,"Keyless Start mentioned in ""889 KEYLESS-GO bezatslēgas atvēršana un iedarbināšana""",Yes (3Y/0M/0N),"""889 KEYLESS-GO bezatslēgas atvēršana un iedarbināšana""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,No,,Yes,☑,"Keyless Entry & Start mentioned in ""889 KEYLESS-GO bezatslēgas atvēršana un iedarbināšana""",Maybe (1Y/0M/1N),"""889 KEYLESS-GO bezatslēgas atvēršana un iedarbināšana""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
