Nr Code,Variable Name,Is TT,Match (Yes/No/Maybe),Include,Matching Text,LLM_Reason,Accepted
NR78,"Digitālais displejs 9“ - 11,9”",No,☐,N,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",No,☐,N,No (0Y/0M/3N),,
NR80,— INTERJERS -  SĒDEKĻI —,,,N,,,
NR81,Apsildāms vadītāja sēdeklis,Yes,☑,N,"Preikšējie sēdekļi elektriski regulējami, apsildami",,
NR82,Apsildāms pasažiera sēdeklis,Yes,☑,N,"Preikšējie sēdekļi elektriski regulējami, apsildami",,
NR83,Apsildāmi aizmugurējie sēdekļi,No,☐,N,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,No,☐,N,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,No,☐,N,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,No,☐,N,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,No,☐,N,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,Yes,☑,N,"Preikšējie sēdekļi elektriski regulējami, apsildami",,
NR89,Elektriski regulējams pasažiera sēdeklis,Yes,☑,N,"Preikšējie sēdekļi elektriski regulējami, apsildami",,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,No,☐,N,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,No,☐,N,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,No,☐,N,No (0Y/0M/3N),,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,No,☐,N,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,Yes,☑,N,Eco ādas kombinētas salona apdare,,
NR95,— INTERJERS – VADĪTĀJA PALĪDZĪBAS TEHNOLOĢIJAS —,,,N,,,
NR96,Automātiskā stāvvietas sistēma,No,☐,N,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,Yes,☑,N,Aklo zonu noteikšanas sistēma,,
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,No,☐,N,No (0Y/0M/3N),,
NR99,— KRUĪZA KONTROLE —,,,N,,,
NR100,Kruīza kontrole - adaptīva,Yes,☑,N,Adaptīvā-inteliģentā kruīza kontrole,,
NR101,Kruīza kontrole - adaptīva Stop&Go,No,☐,N,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,No,☐,N,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",No,☐,N,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,No,☑,N,Joslu uzturēšanas un maiņas asistents,,
NR105,Kamera - priekšējais 360° skats,Yes,☑,N,360° kamera,,
NR106,Kamera - aizmugures skats,No,☐,N,No (0Y/0M/3N),,
NR107,Parkošanās palīgsistēma - priekšējie sensori,Yes,☑,N,"Parkošanās sensori, priekšā un aizmugurē",,
NR108,Parkošanās palīgsistēma - aizmugures sensori,Yes,☑,N,"Parkošanās sensori, priekšā un aizmugurē",,
NR109,— MEHĀNIKA -  ŠASIJA —,,,N,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,No,☑,N,No (0Y/0M/3N),,
NR111,AEBS ar gājēju atpazīšanu,No,☐,N,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,No,☐,N,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,Yes,☑,N,Elektriskā stāvbremze,,
NR114,— MEHĀNIKA -  RITEŅI/RIEPAS —,,,N,,,
NR115,"17"" tērauda riteņi",No,☐,N,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",No,☐,N,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",No,☐,N,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",No,☑,N,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",No,☐,N,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",No,☐,N,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",No,☐,N,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",No,☐,N,No (0Y/0M/3N),,
NR123,Rezerves ritenis,No,☐,N,No (0Y/0M/3N),,
NR124,Piekabes āķis,No,☐,N,No (0Y/0M/3N),,
NR125,— DROŠĪBA UN AIZSARDZĪBA —,,,N,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,No,☑,N,No (0Y/0M/3N),,
NR127,Gaisa spilveni - aizkari,No,☑,N,No (0Y/0M/3N),,
NR128,Gaisa spilveni – sānu,No,☑,N,No (0Y/0M/3N),,
NR129,Signalizācija – perimetra,No,☑,N,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,No,☑,N,Bezatslēgas piekļuve un startēšana,,
NR131,Bezatslēgas piekļuve un iedarbināšana,Yes,☑,N,Bezatslēgas piekļuve un startēšana,,
NR132,— GARANTIJA —,,,N,,,
NR133,Papildus garantija – 3 gadi,No,☐,N,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,No,☑,N,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,No,☐,N,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,No,☐,N,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,No,☐,N,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,No,☑,N,No (0Y/0M/3N),,
