Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR36,Stikls - Tonēts ar privātuma aizsardzību aizmugurē,N,Yes,Tonēti aizmugurējie stikli,Yes,☑,Tonēti aizmugurējie stikli,Yes (3Y/0M/0N),"""Tonēti aizmugurējie stikli""",
NR37,Apsildāms vējstikls,N,No,,No,☐,,No (0Y/0M/3N),,
NR38,Bagāžnieka durvis - Elektriskas,N,Yes,Elektriski atverams/ aizverams bagāžas nodalījuma vāks,Yes,☑,Elektriski atverams/ aizverams bagāžas nodalījuma vāks,Yes (3Y/0M/0N),"""Elektriski atverams/ aizverams bagāžas nodalījuma vāks""",
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,No,☐,,No (0Y/0M/3N),,
NR40,Jumta sliedes,N,No,,No,☐,,No (0Y/0M/3N),,
NR41,Priekšējais bagāžnieks,N,Yes,Priekšējais bagāžas nodalījums,Yes,☑,Priekšējais bagāžas nodalījums,Yes (3Y/0M/0N),"""Priekšējais bagāžas nodalījums""",
NR42,Panorāmas jumts,N,Yes,Panorāmas jumts,Yes,☑,Panorāmas jumts,Yes (3Y/0M/0N),"""Panorāmas jumts""",
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,Yes,LED dienas gaitas gaismas,Yes,☑,LED dienas gaitas gaismas,Yes (3Y/0M/0N),"""LED dienas gaitas gaismas""",
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,Yes,LED automātiskie priekšējie lukturi,Maybe,☑,LED automātiskie priekšējie lukturi,Yes (3Y/0M/0N),"""LED automātiskie priekšējie lukturi""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,Maybe,Tālo gaismu asistents,Yes,☑,Tālo gaismu asistents,No (0Y/1M/2N),"""Tālo gaismu asistents""",
NR49,Priekšējie lukturi – LED,N,Yes,LED automātiskie priekšējie lukturi,Yes,☑,LED automātiskie priekšējie lukturi,Yes (3Y/0M/0N),"""LED automātiskie priekšējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,Yes,Divzonu klimata kontrole,Yes,☑,Divzonu klimata kontrole,Yes (3Y/0M/0N),"""Divzonu klimata kontrole""",
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR56,Salona gaisa attīrītājs,N,No,,Yes,☑,Gaisa kvalitātes uzlabotājs,Maybe (2Y/1M/0N),"""Gaisa kvalitātes uzlabotājs""",
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Yes,Ambient daudzkrāsu salona apgaismojums,Yes,☑,Ambient daudzkrāsu salona apgaismojums,Yes (3Y/0M/0N),"""Ambient daudzkrāsu salona apgaismojums""",
NR58,Centrālā konsole ar roku balstu,N,Yes,Priekšējais centrālais roku balsts ar glāžu turētājiem,Yes,☑,Priekšējais centrālais roku balsts ar glāžu turētājiem,Yes (3Y/0M/0N),"""Priekšējais centrālais roku balsts ar glāžu turētājiem""",
NR59,Automātiski tumšojams salona spogulis,N,Yes,Automātiski aptumšojošs atpakaļskata spogulis,Yes,☑,Automātiski aptumšojošs atpakaļskata spogulis,Yes (3Y/0M/0N),"""Automātiski aptumšojošs atpakaļskata spogulis""",
NR60,12 V bagāžas nodalījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR61,Bezvadu uzlāde,N,Yes,2 bezvadu viedtālruņu uzlāde,Yes,☑,2 bezvadu viedtālruņu uzlāde,Yes (3Y/0M/0N),"""2 bezvadu viedtālruņu uzlāde""",
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,"15,6"" rotējams skārienjutīgs multimēdiju ekrāns",Yes,☑,"15,6"" rotējams skārienjutīgs multimēdiju ekrāns",Yes (3Y/0M/0N),"""15,6"" rotējams skārienjutīgs multimēdiju ekrāns""",
NR67,Zīmola audio sistēma,N,Yes,Dynaudio skaņas sistēma,Yes,☑,Dynaudio skaņas sistēma,Yes (3Y/0M/0N),"""Dynaudio skaņas sistēma""",
NR68,Navigācijas centrs,N,No,,No,☐,,No (0Y/0M/3N),,
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/0M/3N),,
NR70,Android Auto un Apple CarPlay,N,Yes,Android Auto un Apple Car Play,Yes,☑,Android Auto un Apple Car Play,Yes (3Y/0M/0N),"""Android Auto un Apple Car Play""",
NR71,Android Auto un Apple CarPlay - bezvadu,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Vieds palīgs ar AI,N,No,,Maybe,☑,"Inteliģents balss vadības sistēma - ""Hi, BYD""",Yes (3Y/0M/0N),"""Inteliģents balss vadības sistēma - 'Hi, BYD'""",
NR73,Head - Up displejs,N,Yes,Head-up displejs,Yes,☑,Head-up displejs,Yes (3Y/0M/0N),"""Head-up displejs""",
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,Multifunkcionāla stūre ar Eco ādas apdari un apsildi,Yes,☑,Multifunkcionāla stūre ar Eco ādas apdari un apsildi,Yes (3Y/0M/0N),"""Multifunkcionāla stūre ar Eco ādas apdari un apsildi""",
NR76,Ādas stūres rats,N,No,,No,☐,,No (0Y/0M/3N),,
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,Yes,"10,25"" digitāls instrumentu panelis",No,☐,,Maybe (1Y/0M/2N),"""10,25"" digitāls instrumentu panelis""",
NR79,"Digitālais displejs 12+""",N,No,,Yes,☑,"10,25"" digitāls instrumentu panelis",Maybe (2Y/0M/1N),"""10,25"" digitāls instrumentu panelis""",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi, ar atmiņu",Yes,☑,"Eco ādas apdares priekšējie sēdekļi, apsildāmi",Yes (3Y/0M/0N),"""Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi, ar atmiņu",Yes,☑,"Eco ādas apdares priekšējie sēdekļi, apsildāmi",Yes (3Y/0M/0N),"""Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,Yes,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi, ar atmiņu",Yes,☑,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami",Yes (3Y/0M/0N),"""Eco ādas apdares priekšējie sēdekļi, elektriski regulējami""",
NR89,Elektriski regulējams pasažiera sēdeklis,N,Yes,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi, ar atmiņu",Yes,☑,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami",Yes (3Y/0M/0N),"""Eco ādas apdares priekšējie sēdekļi, elektriski regulējami""",
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,Yes,"Eco ādas apdares priekšējie sēdekļi, elektriski regulējami, ventilējami, apsildāmi, ar atmiņu",Yes,☑,"Eco ādas apdares priekšējie sēdekļi, ar atmiņu",Yes (3Y/0M/0N),"""ar atmiņu regulējams vadītāja sēdeklis""",
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,Yes,Eco ādas apdares priekšējie sēdekļi,Yes,☑,Eco ādas apdares priekšējie sēdekļi,Yes (3Y/0M/0N),"""Eco ādas apdares priekšējie sēdekļi""",
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,N,Yes,Aklo zonu noteikšanas sistēma,Yes,☑,Aklo zonu noteikšanas sistēma,Yes (3Y/0M/0N),"""Aklo zonu noteikšanas sistēma""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,No,,No,☐,,No (0Y/0M/3N),,
NR99,Kruīza Kontrole,N,No,,No,☐,,No (0Y/0M/3N),,
NR100,Kruīza kontrole - adaptīva,N,Yes,Adaptīvā-inteliģentā kruīza kontrole,Yes,☑,Adaptīvā-inteliģentā kruīza kontrole,Yes (3Y/0M/0N),"""Adaptīvā-inteliģentā kruīza kontrole""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,Yes,☑,Intensīvas satiksmes palīgs,Yes (3Y/0M/0N),"""Intensīvas satiksmes palīgs""",
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,Yes,☑,Joslu maiņas asistents,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,Yes,360° kamera,Yes,☑,360° kamera,Yes (3Y/0M/0N),"""360° kamera""",
NR106,Kamera - aizmugures skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,"Parkošanās sensori, priekšā un aizmugurē",Yes,☑,"Parkošanās sensori, priekšā",Yes (3Y/0M/0N),"""Parkošanās sensori, priekšā un aizmugurē""",
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,"Parkošanās sensori, priekšā un aizmugurē",Yes,☑,"Parkošanās sensori, aizmugurē",Yes (3Y/0M/0N),"""Parkošanās sensori, priekšā un aizmugurē""",
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,Yes,Elektriskā stāvbremze,Yes,☑,Elektriskā stāvbremze,Yes (3Y/0M/0N),"""Elektriskā stāvbremze""",
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,Yes,"19"" divkrāsu vieglmetāla diski",Yes,☑,"19"" divkrāsu vieglmetāla diski",Yes (3Y/0M/0N),"""19"" divkrāsu vieglmetāla diski""",
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,,No,☐,,No (0Y/0M/3N),,
NR127,Gaisa spilveni - aizkari,N,No,,No,☐,,No (0Y/0M/3N),,
NR128,Gaisa spilveni – sānu,N,No,,No,☐,,No (0Y/0M/3N),,
NR129,Signalizācija – perimetra,N,Yes,Signalizācija,Yes,☑,Signalizācija,Yes (3Y/0M/0N),"""Signalizācija""",
NR130,Bezatslēgas iedarbināšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,Bezatslēgas piekļuve un startēšana,Yes,☑,Bezatslēgas piekļuve un startēšana,Yes (3Y/0M/0N),"""Bezatslēgas piekļuve un startēšana""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
