Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,No,☐,,No (0Y/0M/3N),,
NR40,Jumta sliedes,N,Maybe,"Jumta reliņi, melni (nav piejami Coupe)",No,☐,,Maybe (1Y/0M/2N),"""Jumta reliņi, melni (nav piejami Coupe)""",
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,Yes,Panorāmas stikla jumts ar tonētu stiklu (tikai Coupe),Yes,☑,Panorāmas stikla jumts ar tonētu stiklu (tikai Coupe),Yes (3Y/0M/0N),"""Panorāmas stikla jumts ar tonētu stiklu (tikai Coupe)""",
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,Yes,"Gaismas asistents (Light Assist) ar lietus sensoru, atkarībā no apstākļiem automātiski ieslēdz tuvās gaismas vai dienas gaitas lukturus",Yes,☑,dienas gaitas lukturus,Yes (3Y/0M/0N),"""LED priekšējie un aizmugurējie lukturi""",
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,Yes,"Gaismas asistents (Light Assist) ar lietus sensoru, atkarībā no apstākļiem automātiski ieslēdz tuvās gaismas vai dienas gaitas lukturus",Yes,☑,"Gaismas asistents (Light Assist) ar lietus sensoru, atkarībā no apstākļiem automātiski ieslēdz tuvās gaismas",Maybe (2Y/1M/0N),"""Gaismas asistents (Light Assist) ar lietus sensoru""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,No,,Yes,☑,"Gaismas asistents (Light Assist) ar lietus sensoru, atkarībā no apstākļiem automātiski ieslēdz tuvās gaismas",Yes (3Y/0M/0N),"""Gaismas asistents (Light Assist) ar lietus sensoru""",
NR49,Priekšējie lukturi – LED,N,Yes,LED priekšējie un aizmugurējie lukturi,Yes,☑,LED priekšējie un aizmugurējie lukturi,Yes (3Y/0M/0N),"""LED priekšējie un aizmugurējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,Yes,LED matricu priekšējie lukturi,Yes,☑,LED matricu priekšējie lukturi,Yes (3Y/0M/0N),"""LED matricu priekšējie lukturi""",
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,No,☐,,Maybe (1Y/0M/2N),"""3-zonu klimata kontrole (Climatronic)""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,Yes,3-zonu klimata kontrole (Climatronic),No,☐,,No (0Y/0M/3N),,
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,Yes,3-zonu klimata kontrole (Climatronic),Yes,☑,3-zonu klimata kontrole (Climatronic),Yes (3Y/0M/0N),"""3-zonu klimata kontrole (Climatronic)""",
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Maybe,salona LED apgaismojuma pakotn,No,☐,,No (0Y/3M/0N),"""salona LED apgaismojuma pakotn""",
NR58,Centrālā konsole ar roku balstu,N,Yes,Priekšējais elkoņbalsts ar sīklietu novietni,Yes,☑,Priekšējais elkoņbalsts ar sīklietu novietni,Yes (3Y/0M/0N),"""Priekšējais elkoņbalsts ar sīklietu novietni""",
NR59,Automātiski tumšojams salona spogulis,N,Yes,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes,☑,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes (3Y/0M/0N),"""Salona atpakaļskata spogulis ar automātisku aptumšošanos""",
NR60,12 V bagāžas nodalījumā,N,Yes,12V rozete bagāžas nodalījumā,Yes,☑,12V rozete bagāžas nodalījumā,Yes (3Y/0M/0N),"""12V rozete bagāžas nodalījumā""",
NR61,Bezvadu uzlāde,N,No,,No,☐,,No (0Y/0M/3N),,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,"13"" skārienjūtīgs ekrāns",Yes,☑,"13"" skārienjūtīgs ekrāns",Yes (3Y/0M/0N),"""13"" skārienjūtīgs ekrāns""",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,Yes,"navigācijas sistēma ar multivides pakotnes ""Infotainment Online"" 3 gadu abonementu",Yes,☑,navigācijas sistēma,Yes (3Y/0M/0N),"""navigācijas sistēma ar multivides pakotnes""",
NR69,Navigācijas centrs - savienots,N,Yes,"navigācijas sistēma ar multivides pakotnes ""Infotainment Online"" 3 gadu abonementu",Yes,☑,"navigācijas sistēma ar multivides pakotnes ""Infotainment Online"" 3 gadu abonementu",Yes (3Y/0M/0N),"""navigācijas sistēma ar multivides pakotnes ""Infotainment Online"" 3 gadu abonementu""",
NR70,Android Auto un Apple CarPlay,N,Maybe,Smart Link,No,☐,,Maybe (2Y/1M/0N),Smart Link,
NR71,Android Auto un Apple CarPlay - bezvadu,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,2-spieķu multifunkcionāla ādas stūre ar apsildi,Yes,☑,2-spieķu multifunkcionāla ādas stūre ar apsildi,Yes (3Y/0M/0N),"""2-spieķu multifunkcionāla ādas stūre ar apsildi""",
NR76,Ādas stūres rats,N,Yes,2-spieķu multifunkcionāla ādas stūre ar apsildi,Yes,☑,2-spieķu multifunkcionāla ādas stūre,Yes (3Y/0M/0N),"""2-spieķu multifunkcionāla ādas stūre ar apsildi""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,Yes,"13"" skārienjūtīgs ekrāns",No,☐,,Maybe (1Y/0M/2N),"13"" skārienjūtīgs ekrāns",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Priekšējo sēdekļu apsild,Yes,☑,Priekšējo sēdekļu apsild,Yes (3Y/0M/0N),"""Priekšējo sēdekļu apsild""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Priekšējo sēdekļu apsild,Yes,☑,Priekšējo sēdekļu apsild,Yes (3Y/0M/0N),"""Priekšējo sēdekļu apsild""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,Yes,melna/pelēka sēdekļu auduma/ mākslīgās ādas apdare,Yes,☑,melna/pelēka sēdekļu auduma/ mākslīgās ādas apdare,Yes (3Y/0M/0N),"""Dizaina pakotne ""Loft"" (EO) : - melna/pelēka sēdekļu auduma/ mākslīgās ādas apdare""",
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,N,Yes,"Aklo zonu kontroles sistēma ""Side Assist""",Yes,☑,"Aklo zonu kontroles sistēma ""Side Assist""",Yes (3Y/0M/0N),"""Aklo zonu kontroles sistēma ""Side Assist""""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,No,,No,☐,,No (0Y/0M/3N),,
NR99,Kruīza Kontrole,N,Yes,Kruīza kontrole,No,☐,,Maybe (2Y/0M/1N),"""Adaptīvā kruīza kontrole""",
NR100,Kruīza kontrole - adaptīva,N,Yes,Adaptīvā kruīza kontrole,Yes,☑,Adaptīvā kruīza kontrole,Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,atpakaļskata kamera,Yes,☑,atpakaļskata kamera,Yes (3Y/0M/0N),"""atpakaļskata kamera""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,Stāvvietā novietošanas sensori priekšā,Yes,☑,Stāvvietā novietošanas sensori priekšā,Yes (3Y/0M/0N),"""Stāvvietā novietošanas sensori priekšā""",
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,Stāvvietā novietošanas sensori aizmugurē,Yes,☑,Stāvvietā novietošanas sensori aizmugurē,Yes (3Y/0M/0N),"""Stāvvietā novietošanas sensori aizmugurē""",
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,avārijas bremzēšana pilsētā - gājēju un velobraucēju uzraudzības sistēma,Yes,☑,gājēju un velobraucēju uzraudzības sistēma,Yes (3Y/0M/0N),"""gājēju un velobraucēju uzraudzības sistēma""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,Maybe (1Y/1M/1N),"""gājēju un velobraucēju uzraudzības sistēma""",
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,Yes,"Elektroniskā stāvbremze ar ""Autohold"" funkciju",Yes,☑,"Elektroniskā stāvbremze ar ""Autohold"" funkciju",Yes (3Y/0M/0N),"""Elektroniskā stāvbremze ar ""Autohold"" funkciju""",
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,Yes,"19"" vieglmetāla diski PROTEUS",Yes,☑,"19"" vieglmetāla diski PROTEUS",Yes (3Y/0M/0N),"""19"" vieglmetāla diski PROTEUS""",
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,Yes,priekšējie sānu un centrālais drošības spilveni,Yes,☑,priekšējie sānu un centrālais drošības spilveni,Yes (3Y/0M/0N),"""centrālais drošības spilveni""",
NR127,Gaisa spilveni - aizkari,N,Yes,Galvas drošības spilvenu sistēma (aizkari),Yes,☑,Galvas drošības spilvenu sistēma (aizkari),Yes (3Y/0M/0N),"""Galvas drošības spilvenu sistēma (aizkari)""",
NR128,Gaisa spilveni – sānu,N,Yes,priekšējie sānu un centrālais drošības spilveni,Yes,☑,priekšējie sānu un centrālais drošības spilveni,Yes (3Y/0M/0N),"""priekšējie sānu un centrālais drošības spilveni""",
NR129,Signalizācija – perimetra,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy,Yes,☑,Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy,Yes (3Y/0M/0N),"""Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,Yes,Ražotāja garantija - 5 gadi ar 100 000km nobraukuma ierobežojumu,Yes,☑,Ražotāja garantija - 5 gadi ar 100 000km nobraukuma ierobežojumu,Yes (3Y/0M/0N),"""Ražotāja garantija - 5 gadi ar 100 000km nobraukuma ierobežojumu""",
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,Yes,Augstprieguma baterijas garantija 8 gadi vai 160 000km,Yes,☑,Augstprieguma baterijas garantija 8 gadi vai 160 000km,Yes (3Y/0M/0N),"""Augstprieguma baterijas garantija 8 gadi vai 160 000km""",
