Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR44,Dienas gaitas lukturi - LED,N,Yes,LED dienas gaitas lukturi,Yes,☑,LED dienas gaitas lukturi,Yes (3Y/0M/0N),LED dienas gaitas lukturi,
NR45,Priekšējie miglas lukturi - LED,N,Yes,LED priekšējie miglas lukturi,Yes,☑,LED priekšējie miglas lukturi,Yes (3Y/0M/0N),LED priekšējie miglas lukturi,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,Yes,Automātiski LED priekšējie lukturi,Yes,☑,Automātiski LED priekšējie lukturi,Yes (3Y/0M/0N),Automātiski LED priekšējie lukturi,
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,Yes,Automātiskās tuvās / tālās gaismas,Yes,☑,Automātiskās tuvās / tālās gaismas,Yes (3Y/0M/0N),Automātiskās tuvās / tālās gaismas,
NR49,Priekšējie lukturi – LED,N,Yes,Automātiski LED priekšējie lukturi,Yes,☑,Automātiski LED priekšējie lukturi,Yes (3Y/0M/0N),Automātiski LED priekšējie lukturi,
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,No,☐,,Maybe (2Y/0M/1N),automobiļa gaisa kondicionēšanas sistēmas,
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,Yes,Divu zonu automātiskā klimata kontrole,Yes,☑,Divu zonu automātiskā klimata kontrole,Yes (3Y/0M/0N),Divu zonu automātiskā klimata kontrole,
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR56,Salona gaisa attīrītājs,N,Yes,Plazmas klastera jonu gaisa attīrītājs,Yes,☑,Plazmas klastera jonu gaisa attīrītājs,Yes (3Y/0M/0N),Plazmas klastera jonu gaisa attīrītājs,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Yes,Noskaņu radošs LED apgaismojums,Yes,☑,Noskaņu radošs LED apgaismojums,Yes (3Y/0M/0N),Noskaņu radošs LED apgaismojums,
NR58,Centrālā konsole ar roku balstu,N,Maybe,Centrālā console,Yes,☑,Kabatas priekšējo sēdekļu aizmugurē un elkoņbalsts aizmugurē,Yes (3Y/0M/0N),Centrālā console,
NR59,Automātiski tumšojams salona spogulis,N,Yes,Automātiski aptumšojošs automobiļa salona atpakaļskata spogulis bez rāmja,Yes,☑,Automātiski aptumšojošs automobiļa salona atpakaļskata spogulis bez rāmja,Yes (3Y/0M/0N),Automātiski aptumšojošs automobiļa salona atpakaļskata spogulis bez rāmja,
NR60,12 V bagāžas nodalījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR61,Bezvadu uzlāde,N,Yes,Bezvadu viedtālruņa lādētājs,Yes,☑,Bezvadu viedtālruņa lādētājs,Yes (3Y/0M/0N),Bezvadu viedtālruņa lādētājs,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,"Divi 12,3"" TFT ekrāni",Yes,☑,"Divi 12,3"" TFT ekrāni ar braukšanas rādījumu un navigācijas informācijas attēlošanu",Yes (3Y/0M/0N),"Divi 12,3"" TFT ekrāni",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,No,,No,☐,,Yes (3Y/0M/0N),"Divi 12,3"" TFT ekrāni ar braukšanas rādījumu un navigācijas informācijas attēlošanu",
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,Yes (3Y/0M/0N),"Telemātika attālinātās vadības pakalpojumi, paziņojumi un savienojamības pakalpojumi",
NR70,Android Auto un Apple CarPlay,N,Yes,Bezvadu Apple Car Play un ar vadu savienojams Android Auto,Yes,☑,Bezvadu Apple Car Play un ar vadu savienojams Android Auto,Yes (3Y/0M/0N),Bezvadu Apple Car Play un ar vadu savienojams Android Auto,
NR71,Android Auto un Apple CarPlay - bezvadu,N,Yes,Bezvadu Apple Car Play,Yes,☑,Bezvadu Apple Car Play un ar vadu savienojams Android Auto,Yes (3Y/0M/0N),Bezvadu Apple Car Play,
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,Apsildāma stūre ar ādas apdari,Yes,☑,Apsildāma stūre ar ādas apdari,Yes (3Y/0M/0N),Apsildāma stūre ar ādas apdari,
NR76,Ādas stūres rats,N,Yes,Apsildāma stūre ar ādas apdari,Yes,☑,Apsildāma stūre ar ādas apdari,Yes (3Y/0M/0N),Apsildāma stūre ar ādas apdari,
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,Yes,"Divi 12,3"" TFT ekrāni",Yes,☑,"Divi 12,3"" TFT ekrāni ar braukšanas rādījumu un navigācijas informācijas attēlošanu",Yes (3Y/0M/0N),"Divi 12,3"" TFT ekrāni",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļ,Yes,☑,Apsildāmi priekšējie sēdekļ,Yes (3Y/0M/0N),Apsildāmi priekšējie sēdekļ,
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļ,Yes,☑,Apsildāmi priekšējie sēdekļ,Yes (3Y/0M/0N),Apsildāmi priekšējie sēdekļ,
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,Yes (3Y/0M/0N),Autovadītāja sēdekļa jostas vietas atbalsts,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,Yes,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,Yes,☑,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,Yes (3Y/0M/0N),6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,
NR89,Elektriski regulējams pasažiera sēdeklis,N,Yes,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,Yes,☑,6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,Yes (3Y/0M/0N),6 virzienos elektriski regulējami autovadītāja un priekšējā pasažiera sēdekļi,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,Yes,Sēdekļi ar daļēju PVC un auduma apdari,Yes,☑,"Sēdekļi ar daļēju PVC un auduma apdari, Black",Yes (3Y/0M/0N),"Sēdekļi ar daļēju PVC un auduma apdari, Black",
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,N,Yes,"""Aklās"" zonas brīdinājuma sistēma",Yes,☑,"""Aklās"" zonas brīdinājuma sistēma un ""aklās"" zonas palīgsistēma",Yes (3Y/0M/0N),"""Aklās"" zonas brīdinājuma sistēma un ""aklās"" zonas palīgsistēma",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,Yes,"""Aklās"" zonas brīdinājuma sistēma un ""aklās"" zonas palīgsistēma",Yes,☑,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu un brīdinājums par satiksmi aizmugurē,Yes (3Y/0M/0N),Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu un brīdinājums par satiksmi aizmugurē,
NR99,Kruīza Kontrole,N,No,,No,☐,,Yes (3Y/0M/0N),Inteliģentā kruīza kontrole,
NR100,Kruīza kontrole - adaptīva,N,Yes,nteliģentā kruīza kontrole,Yes,☑,nteliģentā kruīza kontrole,Yes (3Y/0M/0N),Inteliģentā kruīza kontrole,
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,Yes,"Satiksmes sastrēgumu ""pilota"" sistēma",Yes,☑,"Satiksmes sastrēgumu ""pilota"" sistēma",Yes (3Y/0M/0N),Pro PILOT Assist ar Navi-Link,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,Yes,Pro PILOT Assist ar Navi-Link,Yes,☑,Pro PILOT Assist ar Navi-Link,Yes (3Y/0M/0N),Pro PILOT Assist ar Navi-Link,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,Yes,☑,Inteliģentā braukšanas joslas saglabāšanas palīgsistēma,Maybe (2Y/0M/1N),Inteliģentā braukšanas joslas saglabāšanas palīgsistēma,
NR105,Kamera - priekšējais 360° skats,N,Yes,nteliģentais apkārtskata monitors (360° kamera),Yes,☑,nteliģentais apkārtskata monitors (360° kamera),Yes (3Y/0M/0N),nteliģentais apkārtskata monitors (360° kamera),
NR106,Kamera - aizmugures skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Yes,☑,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Yes (3Y/0M/0N),Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Yes,☑,Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,Yes (3Y/0M/0N),Priekšējie un aizmugurējie automobiļa stāvvietā novietošanas sensori,
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas sistēmu,Yes,☑,Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas sistēmu,Yes (3Y/0M/0N),Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas sistēmu,
NR111,AEBS ar gājēju atpazīšanu,N,Yes,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu,Yes,☑,Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu,Yes (3Y/0M/0N),Aizmugurējā ārkārtas bremzēšanas sistēma ar gājēju atpazīšanas sistēmu,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,Yes,Elektroniskā stāvbremze,Yes,☑,Elektroniskā stāvbremze,Yes (3Y/0M/0N),"Elektroniskā stāvbremze un ""Auto Hold"" funkcija",
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,Yes,"19"" vieglmetāla diski",Yes,☑,"19"" vieglmetāla diski ar aerodinamiskām uzlikām",Yes (3Y/0M/0N),"19"" vieglmetāla diski ar aerodinamiskām uzlikām",
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,,No,☐,,No (0Y/0M/3N),,
NR127,Gaisa spilveni - aizkari,N,Yes,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni",Yes,☑,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",Yes (3Y/0M/0N),"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",
NR128,Gaisa spilveni – sānu,N,Yes,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni",Yes,☑,"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",Yes (3Y/0M/0N),"Priekšējie, sānu un aizkarveida gaisa drošības spilveni autovadītājam un pasažieriem",
NR129,Signalizācija – perimetra,N,Yes,Signalizācija ar drošības un pretaizdzīšanas aizsardzību,Yes,☑,Signalizācija ar drošības un pretaizdzīšanas aizsardzību,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR131,Bezatslēgas piekļuve un iedarbināšana,N,No,,Yes,☑,Inteliģentā atslēga,Yes (3Y/0M/0N),Inteliģentā atslēga,
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
