Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR59,Automātiski tumšojams salona spogulis,N,Yes,Pašaptumšojošs atpakaļskata spogulis,Yes,☑,Pašaptumšojošs atpakaļskata spogulis,Yes (3Y/0M/0N),"""Pašaptumšojošs atpakaļskata spogulis""",
NR60,12 V bagāžas nodalījumā,N,Yes,12V rozete,Yes,☑,12V rozete,Yes (3Y/0M/0N),"""12V rozete""",
NR61,Bezvadu uzlāde,N,Yes,Viedtālruņa bezvadu lādētājs,Yes,☑,Viedtālruņa bezvadu lādētājs,Yes (3Y/0M/0N),"""Viedtālruņa bezvadu lādētājs""",
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,"10,25 ""dubultā skārienekrāna audio un navigācijas sistēma",Yes,☑,"Supervision instrumentu panelis ar 12,3"" LED apgaismi",Maybe (2Y/0M/1N),"""10,25 ""dubultā skārienekrāna audio un navigācijas sistēma""",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,No,,Yes,☑,"10,25 ""dubultā skārienekrāna audio un navigācijas sistēma",Yes (3Y/0M/0N),"""10,25 ""dubultā skārienekrāna audio un navigācijas sistēma""",
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/0M/3N),,
NR70,Android Auto un Apple CarPlay,N,Yes,Apple Car Play/Android Auto jungtys,Yes,☑,Apple Car Play/Android Auto jungtys,Yes (3Y/0M/0N),"""Apple Car Play/Android Auto jungtys""",
NR71,Android Auto un Apple CarPlay - bezvadu,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,Elektriski apsildāma stūre,Yes,☑,Elektriski apsildāma stūre,Yes (3Y/0M/0N),"""Elektriski apsildāma stūre""",
NR76,Ādas stūres rats,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Vegānas ādas apdares stūre""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,Yes,"Supervision instrumentu panelis ar 12,3"" LED apgaismi",Yes,☑,"Supervision instrumentu panelis ar 12,3"" LED apgaismi",Yes (3Y/0M/0N),"""Supervision instrumentu panelis ar 12,3"" LED apgaismi""",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,Apsildāmi priekšējie sēdekļi,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,No,☐,,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,Yes,apsildāmi aizmugures sēdekļi,Yes,☑,apsildāmi aizmugures sēdekļi,Yes (3Y/0M/0N),"""apsildāmi aizmugures sēdekļi""",
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,Yes,Elektrisku muguras izliekuma regulēšanu vadītāja pusē,Yes,☑,Elektrisku muguras izliekuma regulēšanu vadītāja pusē,Yes (3Y/0M/0N),"""Elektrisku muguras izliekuma regulēšanu vadītāja pusē""",
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,Yes,☑,Zamšādas melns sēdekļu apdare ar baltu vegāna ādas balstu,Yes (3Y/0M/0N),"""Zamšādas melns sēdekļu apdare ar baltu vegāna ādas balstu""",
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Vegānas ādas apdares stūre""",
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,N,No,,Yes,☑,Neredzamās zonas brīdinājuma sistēma,Yes (3Y/0M/0N),"""Neredzamās zonas brīdinājuma sistēma""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,Yes,"Neredzamās zonas brīdinājuma sistēma+brīdinājuma sistēma, braucot atpakaļgaitā (BSD+RCTA)",Yes,☑,"Neredzamās zonas brīdinājuma sistēma+brīdinājuma sistēma, braucot atpakaļgaitā (BSD+RCTA)",Yes (3Y/0M/0N),"""Neredzamās zonas brīdinājuma sistēma+brīdinājuma sistēma, braucot atpakaļgaitā (BSD+RCTA)""",
NR99,Kruīza Kontrole,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Kruīza kontrole""",
NR100,Kruīza kontrole - adaptīva,N,Yes,Adaptīvā kruīza kontrole,Yes,☑,Adaptīvā kruīza kontrole,Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,Atpakaļskata kamera ar dinamiskajām līnijām,Yes,☑,Atpakaļskata kamera ar dinamiskajām līnijām,Yes (3Y/0M/0N),"""Atpakaļskata kamera ar dinamiskajām līnijām""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,Yes,Parkošanās sensori priekšā,Yes,☑,Parkošanās sensori priekšā,Yes (3Y/0M/0N),"""Parkošanās sensori priekšā""",
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,Yes,Parkošanās sensori aizmugurē,Yes,☑,Parkošanās sensori aizmugurē,Yes (3Y/0M/0N),"""Parkošanās sensori aizmugurē""",
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,"Priekšējās sadursmes brīdinājuma asistents, ar automašīnas/gājēju/velosipēda noteikšanas sistēmu",Yes,☑,"Priekšējās sadursmes brīdinājuma asistents, ar automašīnas/gājēju/velosipēda noteikšanas sistēmu",Yes (3Y/0M/0N),"""Priekšējās sadursmes brīdinājuma asistents, ar automašīnas/gājēju/velosipēda noteikšanas sistēmu""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,Yes,Elektriskā stāvbremze (EPB),Yes,☑,Elektriskā stāvbremze (EPB),Yes (3Y/0M/0N),"""Elektriskā stāvbremze (EPB)""",
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,Yes,"Vieglmetāla diski 20"", riepas izmērs 255/45 R20",Yes,☑,"Vieglmetāla diski 20"", riepas izmērs 255/45 R20",Yes (3Y/0M/0N),"""Vieglmetāla diski 20""""",
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,,Yes,☑,"Priekšējie gaisa drošības spilveni, sānu un augšējie gaisa drošības spilveni -aizkari",No (0Y/0M/3N),,
NR127,Gaisa spilveni - aizkari,N,Yes,"Priekšējie gaisa drošības spilveni, sānu un augšējie gaisa drošības spilveni -aizkari",Yes,☑,"Priekšējie gaisa drošības spilveni, sānu un augšējie gaisa drošības spilveni -aizkari",Yes (3Y/0M/0N),"""sānu un augšējie gaisa drošības spilveni -aizkari""",
NR128,Gaisa spilveni – sānu,N,Yes,"Priekšējie gaisa drošības spilveni, sānu un augšējie gaisa drošības spilveni -aizkari",Yes,☑,"Priekšējie gaisa drošības spilveni, sānu un augšējie gaisa drošības spilveni -aizkari",Yes (3Y/0M/0N),"""sānu un augšējie gaisa drošības spilveni -aizkari""",
NR129,Signalizācija – perimetra,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR131,Bezatslēgas piekļuve un iedarbināšana,N,No,,No,☐,,Yes (3Y/0M/0N),"""Inteliģentā atslēga Smart key""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
