Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR38,Bagāžnieka durvis - Elektriskas,N,No,,Yes,☑,Elektriski atverams un aizverams bagāžas nodalījuma pārsegs,Yes (3Y/0M/0N),"""Elektriski atverams un aizverams bagāžas nodalījuma pārsegs""",
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,Yes,☑,kājas žests (spēriena kustība) transportlīdzekļa aizmugurē,Yes (3Y/0M/0N),"""Kopā ar papildaprīkojuma komforta atslēgu pieejamais kājas žests (spēriena kustība)""",
NR40,Jumta sliedes,N,No,,No,☐,,No (0Y/0M/3N),,
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,No,,No,☐,,No (0Y/0M/3N),,
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,No,,Yes,☑,dienas gaitas lukturi,Yes (3Y/0M/0N),"""dienas gaitas lukturi""",
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,No,,Yes,☑,priekšējo lukturu diapazona kontrole nodrošina automātisku automobiļa noslodzes kompensēšanu,Maybe (1Y/0M/2N),"""priekšējo lukturu diapazona kontrole""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,No,,No,☐,,No (0Y/0M/3N),,
NR49,Priekšējie lukturi – LED,N,No,,Yes,☑,LED priekšējie lukturi,Yes (3Y/0M/0N),"""LED priekšējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,Yes,☑,Automātiskā gaisa kondicionēšana,Yes (3Y/0M/0N),"""Klimata kontroles paka ietilpst: trīs zonu luksusa automātiskā gaisa kondicionēšana""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,Yes,☑,trīs zonu luksusa automātiskā gaisa kondicionēšana,Yes (3Y/0M/0N),"""trīs zonu luksusa automātiskā gaisa kondicionēšana""",
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,Maybe (1Y/0M/2N),"""alergēnu filtrs, kas iznīcina putekļus un smakas""",
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR58,Centrālā konsole ar roku balstu,N,No,,Yes,☑,"centrālais elkoņa balsts, priekšā",Maybe (2Y/0M/1N),"""centrālais elkoņa balsts, priekšā""",
NR59,Automātiski tumšojams salona spogulis,N,No,,Yes,☑,"Salona spogulis, aptumšojošs",Yes (3Y/0M/0N),"""Salona spogulis, aptumšojošs""",
NR60,12 V bagāžas nodalījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR61,Bezvadu uzlāde,N,No,,No,☐,,No (0Y/0M/3N),,
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,Yes,☑,"MMI plus augstas izšķirtspējas 11,6 collas krāsu displejs",Yes (3Y/0M/0N),"""MMI plus augstas izšķirtspējas 11,6 collas krāsu displejs""",
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,No,,No,☐,,No (0Y/0M/3N),,
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,No,,Yes,☑,MMI navigation plus,Yes (3Y/0M/0N),"""MMI navigation plus ar MMI touch""",
NR69,Navigācijas centrs - savienots,N,No,,Yes,☑,Audi connect navigācijas un informācijas un izklaides sistēma,Yes (3Y/0M/0N),"""Audi connect navigācijas un informācijas un izklaides sistēma""",
NR70,Android Auto un Apple CarPlay,N,No,,No,☐,,No (0Y/0M/3N),,
NR71,Android Auto un Apple CarPlay - bezvadu,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,No,,No,☐,,No (0Y/0M/3N),,
NR76,Ādas stūres rats,N,No,,Yes,☑,Divu spieķu ādas stūre,Yes (3Y/0M/0N),"""Divu spieķu ādas stūre ar daudzfunkciju slēdžiem""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,Yes,☑,"pilnībā digitāls 10,25 collu instrumentu panelis",Yes (3Y/0M/0N),"""Audi virtuālā vadītāja informācijas sistēma pilnībā digitāls 10,25 collu instrumentu panelis""",
NR79,"Digitālais displejs 12+""",N,No,,No,☐,,No (0Y/0M/3N),,
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,No,,Yes,☑,apsilda sēdekļa un atzveltnes vidējos paneļus,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi standarta auduma sēdekļiem""",
NR82,Apsildāms pasažiera sēdeklis,N,No,,Yes,☑,apsilda sēdekļa un atzveltnes vidējos paneļus,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi standarta auduma sēdekļiem""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,No,,Yes,☑,Index auduma sēdekļu apdare,No (0Y/0M/3N),,
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Aklā zona uzraudzība,N,No,,No,☐,,No (0Y/0M/3N),,
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,No,,No,☐,,No (0Y/0M/3N),,
NR99,Kruīza Kontrole,N,No,,No,☐,,No (0Y/0M/3N),,
NR100,Kruīza kontrole - adaptīva,N,No,,No,☐,,No (0Y/0M/3N),,
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,No,,No,☐,,No (0Y/0M/3N),,
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,No,,Yes,☑,"Stāvvietā novietošanas sistēma, aizmugurē",Yes (3Y/0M/0N),"""Stāvvietā novietošanas sistēma, aizmugurē""",
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,No,,Yes,☑,Ieskaitot gājēju un velosipēdistu noteikšanu,Yes (3Y/0M/0N),"""Audi pre sense, priekšējais... Ieskaitot gājēju un velosipēdistu noteikšanu.""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,No (0Y/0M/3N),,
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,No,,No,☐,,No (0Y/0M/3N),,
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,Yes,☑,"Tērauda diski ar pilnu diska pārsegumu, 8,0J x 19",Yes (3Y/0M/0N),"""Tērauda diski ar pilnu diska pārsegumu, 8,0J x 19""",
NR120,"19"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,No,,Yes,☑,mijiedarbības drošības spilvens,Yes (3Y/0M/0N),"""Sānu drošības spilveni, priekšējie ar galvas drošības spilvenu sistēmu un priekšā uzstādītu mijiedarbības drošības spilvenu""",
NR127,Gaisa spilveni - aizkari,N,No,,No,☐,,No (0Y/0M/3N),,
NR128,Gaisa spilveni – sānu,N,No,,Yes,☑,"Sānu drošības spilveni, priekšējie",Yes (3Y/0M/0N),"""Sānu drošības spilveni, priekšējie""",
NR129,Signalizācija – perimetra,N,No,,Yes,☑,Pretaizdzīšanas signalizācija,Maybe (2Y/0M/1N),"""Pretaizdzīšanas signalizācija""",
NR130,Bezatslēgas iedarbināšana,N,No,,Yes,☑,dzinēja iedarbināšanas-izslēgšanas pogu,Yes (3Y/0M/0N),"""Dzinējs tiek iedarbināts un izslēgts, izmantojot dzinēja iedarbināšanas-izslēgšanas pogu.""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Tālvadības atslēga ar Safelock funkciju""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
