Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR37,Apsildāms vējstikls,N,Yes,Laminēts vējstikls ar apsildi,Yes,☑,Laminēts vējstikls ar apsildi,Yes (3Y/0M/0N),"""Laminēts vējstikls ar apsildi""",
NR38,Bagāžnieka durvis - Elektriskas,N,No,,No,☐,,No (0Y/0M/3N),,
NR39,Bagāžnieka durvis - Elektriskas ar bezroku vadību,N,No,,No,☐,,No (0Y/0M/3N),,
NR40,Jumta sliedes,N,No,,No,☐,,No (0Y/0M/3N),,
NR41,Priekšējais bagāžnieks,N,No,,No,☐,,No (0Y/0M/3N),,
NR42,Panorāmas jumts,N,No,,No,☐,,No (0Y/0M/3N),,
NR43,Ārējais Izskats -  Apgaismojums,Y,,,,☐,,,,
NR44,Dienas gaitas lukturi - LED,N,No,,No,☐,,Maybe (1Y/0M/2N),"""LED priekšējie lukturi""",
NR45,Priekšējie miglas lukturi - LED,N,No,,No,☐,,No (0Y/0M/3N),,
NR46,Priekšējie miglas lukturi – LED integrēti,N,No,,No,☐,,No (0Y/0M/3N),,
NR47,Priekšējo lukturu vadība – automātiska,N,Yes,Automātiska tuvo gaismu aktivizēšana,Yes,☑,Automātiska tuvo gaismu aktivizēšana,Yes (3Y/0M/0N),"""Automātiska tuvo gaismu aktivizēšana""",
NR48,Priekšējo lukturu vadība – automātiska augsta/zema gaisma,N,Yes,Tālo gaismu asistents ar dinamisku regulāciju Dynamic Light Assist,Yes,☑,Tālo gaismu asistents ar dinamisku regulāciju Dynamic Light Assist,Yes (3Y/0M/0N),"""Tālo gaismu asistents ar dinamisku regulāciju Dynamic Light Assist""",
NR49,Priekšējie lukturi – LED,N,Yes,LED priekšējie lukturi,Yes,☑,LED priekšējie lukturi,Yes (3Y/0M/0N),"""LED priekšējie lukturi""",
NR50,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,,No,☐,,No (0Y/0M/3N),,
NR51,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,Yes,"Matrix LED priekšējie lukturi, sliktu laika apstākļu gaismas",Yes,☑,"Matrix LED priekšējie lukturi, sliktu laika apstākļu gaismas",Yes (3Y/0M/0N),"""Matrix LED priekšējie lukturi""",
NR52,Interjers – Komforts/Ērtības,Y,,,,☐,,,,
NR53,Gaisa kondicionētājs,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Climatronic automātiska gaisa kondicionēšanas sistēma""",
NR54,Gaisa kondicionētājs – EATC 2 zonas,N,Yes,Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli,Yes,☑,Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli,Yes (3Y/0M/0N),"""Climatronic automātiska gaisa kondicionēšanas sistēma ar 2-zonu temperatūras kontroli""",
NR55,Gaisa kondicionētājs – EATC 3 zonas,N,No,,No,☐,,No (0Y/0M/3N),,
NR56,Salona gaisa attīrītājs,N,No,,No,☐,,No (0Y/0M/3N),,
NR57,Apgaismojums – salons ar daudzkrāsu LED,N,Yes,Salona komforta apgaismojums (30 krāsas),Yes,☑,Salona komforta apgaismojums (30 krāsas),Yes (3Y/0M/0N),"""Salona komforta apgaismojums (30 krāsas)""",
NR58,Centrālā konsole ar roku balstu,N,Yes,Rokasbalsti abiem priekšējiem sēdekļiem,Yes,☑,Rokasbalsti abiem priekšējiem sēdekļiem,Yes (3Y/0M/0N),"""Rokasbalsti abiem priekšējiem sēdekļiem""",
NR59,Automātiski tumšojams salona spogulis,N,Yes,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes,☑,Salona atpakaļskata spogulis ar automātisku aptumšošanos,Yes (3Y/0M/0N),"""Salona atpakaļskata spogulis ar automātisku aptumšošanos""",
NR60,12 V bagāžas nodalījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR61,Bezvadu uzlāde,N,Yes,Mobilā telefona interfeiss ar bezvadu uzlādes funkciju,Yes,☑,Mobilā telefona interfeiss ar bezvadu uzlādes funkciju,Yes (3Y/0M/0N),"""Mobilā telefona interfeiss ar bezvadu uzlādes funkciju""",
NR62,Interjers – In car entertainment/komunikācijas,Y,,,,☐,,,,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 7,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 9,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 11,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR66,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,Informācijas un izklaides sistēmu pakete - Navigācijas sistēma Discover Pro Max ar 32.7cm skārienekrānu,Yes,☑,Navigācijas sistēma Discover Pro Max ar 32.7cm skārienekrānu,Maybe (2Y/0M/1N),"""Navigācijas sistēma Discover Pro Max ar 32.7cm skārienekrānu""",
NR67,Zīmola audio sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Navigācijas centrs,N,Yes,Navigācijas sistēma Discover Pro Max,Yes,☑,Navigācijas sistēma Discover Pro Max ar 32.7cm skārienekrānu,Yes (3Y/0M/0N),"""Navigācijas sistēma Discover Pro Max""",
NR69,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/0M/3N),,
NR70,Android Auto un Apple CarPlay,N,No,,No,☐,,Maybe (1Y/0M/2N),"""App Connect funkcija ar App-Connect Wireless""",
NR71,Android Auto un Apple CarPlay - bezvadu,N,Yes,App Connect funkcija ar App-Connect Wireless,Yes,☑,App Connect funkcija ar App-Connect Wireless,Yes (3Y/0M/0N),"""App Connect funkcija ar App-Connect Wireless""",
NR72,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR73,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR75,Apsildāms stūres rats,N,Yes,"Apsildāma ādas apdares multifunkciju stūre, skārienjūtīga",Yes,☑,Apsildāma ādas apdares multifunkciju stūre,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre""",
NR76,Ādas stūres rats,N,No,,Yes,☑,Apsildāma ādas apdares multifunkciju stūre,Yes (3Y/0M/0N),"""Apsildāma ādas apdares multifunkciju stūre""",
NR77,"Digitālais displejs – līdz 8,9""",N,No,,No,☐,,No (0Y/0M/3N),,
NR78,"Digitālais displejs 9“ - 11,9”",N,No,,No,☐,,No (0Y/0M/3N),,
NR79,"Digitālais displejs 12+""",N,Yes,Radio Ready 2 Discover Max - 32.7cm skārienekrāns,No,☐,,Maybe (2Y/0M/1N),"""Navigācijas sistēma Discover Pro Max ar 32.7cm skārienekrānu""",
NR80,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR81,Apsildāms vadītāja sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,Apsildāmi priekšējie sēdekļi,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR82,Apsildāms pasažiera sēdeklis,N,Yes,Apsildāmi priekšējie sēdekļi,Yes,☑,Apsildāmi priekšējie sēdekļi,Yes (3Y/0M/0N),"""Apsildāmi priekšējie sēdekļi""",
NR83,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare – audums/sintētiskā āda,N,Yes,Auduma sēdekļu apdare GTX,Yes,☑,Auduma sēdekļu apdare GTX,Yes (3Y/0M/0N),"""Auduma sēdekļu apdare GTX""",
NR93,Sēdekļu apdare – Alcantara/sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR94,Sēdekļu apdare – sintētiskā āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Interjers – Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR96,Automātiskā stāvvietas sistēma,N,Yes,Inteliģentā parkošanās palīdzība,Yes,☑,Inteliģentā parkošanās palīdzība,Yes (3Y/0M/0N),"""Inteliģentā parkošanās palīdzība""",
NR97,Aklā zona uzraudzība,N,No,,Yes,☑,"Braukšanas joslu maiņas asistents ""Side Assist""",Maybe (2Y/0M/1N),"""Braukšanas joslu maiņas asistents 'Side Assist'""",
NR98,Aklā zona uzraudzība ar šķērssatiksmes brīdinājumu,N,Yes,"Braukšanas joslu maiņas asistents ""Side Assist"" ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert un izkāpšanas brīdinājumu",Yes,☑,"Braukšanas joslu maiņas asistents ""Side Assist"" ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert",Yes (3Y/0M/0N),"""Braukšanas joslu maiņas asistents 'Side Assist' ar aizmugurējās satiksmes palīgsistēmu Rear traffic alert""",
NR99,Kruīza Kontrole,Y,,,,☐,,,,
NR100,Kruīza kontrole - adaptīva,N,Yes,Adaptīvā kruīza kontrole (ACC),Yes,☑,Adaptīvā kruīza kontrole (ACC),Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole (ACC)""",
NR101,Kruīza kontrole - adaptīva Stop&Go,N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Kruīza kontrole - adaptīva satiksmes sastrēgumos,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,"Kruīza kontrole - adaptīva, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Joslas centrs un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR105,Kamera - priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR106,Kamera - aizmugures skats,N,Yes,Atpakaļskata kamera,Yes,☑,Atpakaļskata kamera,Yes (3Y/0M/0N),"""Atpakaļskata kamera""",
NR107,Parkošanās palīgsistēma - priekšējie sensori,N,No,,No,☐,,No (0Y/0M/3N),,
NR108,Parkošanās palīgsistēma - aizmugures sensori,N,No,,No,☐,,No (0Y/0M/3N),,
NR109,Mehānika -  Šasija,Y,,,,☐,,,,
NR110,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Gājēju un velobraucēju uzraudzības sistēma,Yes,☑,Gājēju un velobraucēju uzraudzības sistēma,Yes (3Y/0M/0N),"""Gājēju un velobraucēju uzraudzības sistēma""",
NR111,AEBS ar gājēju atpazīšanu,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Gājēju un velobraucēju uzraudzības sistēma""",
NR112,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR113,Stāvvietas bremze - elektriska,N,No,,No,☐,,No (0Y/0M/3N),,
NR114,Mehānika -  Riteņi/Riepas,Y,,,,☐,,,,
NR115,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR117,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR119,"19"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR120,"19"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR121,"20"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR122,"20"" vieglmetāla riteņi",N,Yes,"Vieglmetāla diski Ystad R20, Black",Yes,☑,"Vieglmetāla diski Ystad R20, Black",Yes (3Y/0M/0N),"""Vieglmetāla diski Ystad R20, Black""",
NR123,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR126,Gaisa spilveni - ceļgaliem vai centrā,N,Yes,"Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu",Yes,☑,"Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu",Yes (3Y/0M/0N),"""Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu""",
NR127,Gaisa spilveni - aizkari,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Galvas drošības spilvenu sistēma""",
NR128,Gaisa spilveni – sānu,N,Yes,"Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu",Yes,☑,"Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā, ar centrālo drošības spilvenu",Yes (3Y/0M/0N),"""Galvas drošības spilvenu sistēma un sānu drošības spilveni priekšā""",
NR129,Signalizācija – perimetra,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Bezatslēgas iedarbināšana,N,No,,No,☐,,Maybe (2Y/0M/1N),"""Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access""",
NR131,Bezatslēgas piekļuve un iedarbināšana,N,Yes,Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes,☑,Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access,Yes (3Y/0M/0N),"""Bezatslēgas piekļuves un dzinēja startēšanas sistēma Keyless Access""",
NR132,Garantija,Y,,,,☐,,,,
NR133,Papildus garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Papildus garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Papildus garantija – 5 gadi,N,Yes,Automašīnai 5 gadu līdz 100 000km garantija (pirmie 2 gadi bez nobraukuma ierobežojuma),Yes,☑,Automašīnai 5 gadu līdz 100 000km garantija,Yes (3Y/0M/0N),"""Automašīnai 5 gadu līdz 100 000km garantija""",
NR136,Papildus garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Papildus garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,8 gadu akumulatora garantija,N,Yes,Augstsprieguma akumulatoram 8 gadi vai 160 000km,Yes,☑,Augstsprieguma akumulatoram 8 gadi vai 160 000km,Yes (3Y/0M/0N),"""Augstsprieguma akumulatoram 8 gadi vai 160 000km""",
