Nr Code,Variable Name,Is TT,Match (Yes/No/Maybe),Include,Matching Text,LLM_Reason,Accepted
NR76,Apsildāms vadītāja sēdeklis,N,Maybe,Y,Heated front seats,Matches heated driver seat (Confidence: 100% - 3/3 votes),X
NR77,Apsildāms pasažiera sēdeklis,N,No,N,,No equivalent heated passenger seat feature found (Confidence: 67% - 2/3 votes),
NR78,Apsildāmi aizmugurējie sēdekļi,N,No,N,,No equivalent heated rear seats feature found (Confidence: 100% - 3/3 votes),
NR79,Jostasvietas regulēšana vadītāja sēdeklī,N,No,N,,No equivalent lumbar adjustment feature found (Confidence: 100% - 3/3 votes),
NR80,Jostasvietas regulēšana pasažiera sēdeklī,N,No,N,,No equivalent passenger lumbar adjustment feature found (Confidence: 100% - 3/3 votes),
NR81,Vadītāja sēdekļa elektriska regulēšana,N,No,N,,No equivalent electric driver seat adjustment feature found (Confidence: 100% - 3/3 votes),
NR82,Pasažiera sēdekļa elektriska regulēšana,N,No,N,,No equivalent electric passenger seat adjustment feature found (Confidence: 100% - 3/3 votes),
NR83,Sēdekļu apdare – daļēji āda,N,No,N,,No equivalent partial leather seat trim feature found (Confidence: 100% - 3/3 votes),
NR84,Sēdekļu apdare – āda,N,No,N,,No equivalent leather seat trim feature found (Confidence: 100% - 3/3 votes),
NR85,— INTERJERS – VADĪTĀJA PALĪDZĪBAS TEHNOLOĢIJAS —,Y,,,,,
NR86,Automātiskā parkošanās sistēma,N,No,N,,No equivalent automatic parking system feature found (Confidence: 100% - 3/3 votes),
NR87,Aklās zonas uzraudzība,N,No,N,,No equivalent blind spot monitoring feature found (Confidence: 100% - 3/3 votes),
NR88,Aizsargājošā sistēma ar šķērssatiksmes brīdinājumu,N,No,N,,No equivalent protective system with cross-traffic alert feature found (Confidence: 100% - 3/3 votes),
NR89,Inteliģentā ātruma palīdzība,N,No,N,,No equivalent intelligent speed assistance feature found (Confidence: 100% - 3/3 votes),
NR90,Ātruma zīmju atpazīšana (SSR),N,Maybe,Y,Traffic sign recognition system,Matches speed sign recognition (Confidence: 100% - 3/3 votes),X
NR91,Kruīza kontrole,N,Maybe,Y,Cruise control with speed limiter,Matches cruise control (Confidence: 100% - 3/3 votes),X
NR92,Kruīza kontrole - adaptīvā,N,No,N,,No equivalent adaptive cruise control feature found (Confidence: 100% - 3/3 votes),
NR93,Vadītāja braukšanas uzraudzība,N,Maybe,Y,Intelligent driver fatigue warning,Matches driver monitoring (Confidence: 100% - 3/3 votes),X
NR94,Joslas ievērošanas palīdzība,N,Maybe,Y,Intelligent lane departure prevention system,Matches lane keeping assistance (Confidence: 100% - 3/3 votes),X
NR95,Aizmugures šķērssatiksmes brīdinājums,N,No,N,,No equivalent rear cross-traffic alert feature found (Confidence: 100% - 3/3 votes),
NR96,Kamera - priekšējais 360° skats,N,No,N,,No equivalent front 360° camera feature found (Confidence: 100% - 3/3 votes),
NR97,Kamera - aizmugurējais 180° skats,N,Maybe,Y,Rearview camera,Matches rear 180° camera (Confidence: 100% - 3/3 votes),X
NR98,Parkošanās palīgsistēma - priekšējie sensori,N,No,N,,No equivalent front parking sensors feature found (Confidence: 100% - 3/3 votes),
NR99,Parkošanās palīgsistēma – aizmugurējie sensori,N,No,N,,No equivalent rear parking sensors feature found (Confidence: 100% - 3/3 votes),
NR100,— MEHĀNIKA – ŠASIJA —,Y,,,,,
NR101,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Maybe,Y,Intelligent emergency braking system with pedestrian and cyclist recognition,Matches AEBS with pedestrian and cyclist recognition (Confidence: 100% - 3/3 votes),X
NR102,AEBS ar gājēju atpazīšanu,N,No,N,,No equivalent AEBS with pedestrian recognition feature found (Confidence: 100% - 3/3 votes),
NR103,Autonomā avārijas bremzēšanas sistēma (AEBS),N,No,N,,No equivalent autonomous emergency braking system feature found (Confidence: 100% - 3/3 votes),
NR104,Sadursmes mīkstināšana – 2. sadursme,N,No,N,,No equivalent collision mitigation feature found (Confidence: 100% - 3/3 votes),
NR105,Stāvbremze – elektriska,N,Maybe,Y,Electronic parking brake with auto-hold function,Matches electric parking brake (Confidence: 100% - 3/3 votes),X
NR106,— MEHĀNISKAIS – RATI/RIEPAS —,Y,,,,,
NR107,"16"" tērauda riteņi",N,No,N,,"No equivalent 16"" steel wheels feature found (Confidence: 100% - 3/3 votes)",
NR108,"16"" vieglmetāla riteņi",N,No,N,,"No equivalent 16"" alloy wheels feature found (Confidence: 100% - 3/3 votes)",
NR109,"17"" tērauda riteņi",N,Maybe,Y,"17"" steel wheels, Sakura","Matches 17"" steel wheels (Confidence: 100% - 3/3 votes)",X
NR110,"17"" vieglmetāla riteņi",N,No,N,,"No equivalent 17"" alloy wheels feature found (Confidence: 100% - 3/3 votes)",
NR111,"18"" vieglmetāla riteņi",N,No,N,,"No equivalent 18"" alloy wheels feature found (Confidence: 100% - 3/3 votes)",
NR112,"19"" vieglmetāla riteņi",N,No,N,,"No equivalent 19"" alloy wheels feature found (Confidence: 100% - 3/3 votes)",
NR113,Rezerves ritenis,N,No,N,,No equivalent spare wheel feature found (Confidence: 100% - 3/3 votes),
NR114,Riteņu pārsegi,N,No,N,,No equivalent wheel covers feature found (Confidence: 100% - 3/3 votes),
NR115,— DROŠĪBA UN AIZSARDZĪBA —,Y,,,,,
NR116,Gaisa spilveni - ceļgaliem vai centrā,N,No,N,,No equivalent knee or center airbags feature found (Confidence: 100% - 3/3 votes),
NR117,Gaisa spilveni - aizkari,N,Maybe,Y,"Driver and passenger airbags, side and curtain airbags",Matches curtain airbags (Confidence: 100% - 3/3 votes),X
NR118,Gaisa spilveni - sānos,N,Maybe,Y,"Driver and passenger airbags, side and curtain airbags",Matches side airbags (Confidence: 67% - 2/3 votes),X
NR119,Signalizācija - perimetrs,N,Maybe,Y,Factory-installed alarm,Matches perimeter alarm (Confidence: 100% - 3/3 votes),X
NR120,Bezatslēgas iedarbināšana,N,No,N,,No equivalent keyless start feature found (Confidence: 100% - 3/3 votes),
NR121,Bezatslēgas piekļuve,N,No,N,,No equivalent keyless entry feature found (Confidence: 100% - 3/3 votes),
NR122,— GARANTIJA —,Y,,,,,
NR123,Pagarināta garantija – 2 gadi,N,No,N,,No equivalent 2-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR124,Pagarināta garantija – 3 gadi,N,No,N,,No equivalent 3-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR125,Pagarināta garantija – 4 gadi,N,No,N,,No equivalent 4-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR126,Pagarināta garantija – 5 gadi,N,No,N,,No equivalent 5-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR127,Pagarināta garantija – 6 gadi,N,No,N,,No equivalent 6-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR128,Pagarināta garantija – 7 gadi,N,No,N,,No equivalent 7-year extended warranty feature found (Confidence: 100% - 3/3 votes),
NR129,Pagarināta garantija – 10 gadi,N,No,N,,No equivalent 10-year extended warranty feature found (Confidence: 100% - 3/3 votes),
