Nr Code,Variable Name,Is TT,LV Match,EN Match,Final Match,Include,LV Text,EN Text,Consensus Reasoning,Accepted
NR61,Zīmola skaņas sistēma ar vairāk nekā 6 skaļruņiem,N,Yes,7 skaļruņi,Yes,☑,7 skaļruņi,Maybe (2Y/0M/1N),"""7 skaļruņi""",
NR62,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 8""",N,No,,No,☐,,No (0Y/0M/3N),,
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 10""",N,No,,No,☐,,No (0Y/0M/3N),,
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 12""",N,No,,No,☐,,No (0Y/0M/3N),,
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,"14,6 collu centrālais skārienekrāns",Yes,☑,"14,6 collu centrālais skārienekrāns",Yes (3Y/0M/0N),"""14,6 collu centrālais skārienekrāns""",
NR66,Navigācijas centrs,N,No,,No,☐,,Yes (3Y/0M/0N),"""Navigācija ar ātruma ierobežojumu brīdinājumu""",
NR67,Navigācijas centrs - savienots,N,No,,No,☐,,No (0Y/0M/3N),,
NR68,Android Auto un Apple CarPlay,N,Yes,Android Auto un Apple Car Play,Yes,☑,SYNC 4ar Android Auto un Apple Car Play,Yes (3Y/0M/0N),"""SYNC 4ar Android Auto un Apple Car Play""",
NR69,Android Auto un Apple CarPlay - bezvadu,N,Yes,"Android Auto un Apple Car Play, USB un bezvadu savienojamība",Yes,☑,"SYNC 4ar Android Auto un Apple Car Play, USB un bezvadu savienojamība",Yes (3Y/0M/0N),"""SYNC 4ar Android Auto un Apple Car Play, USB un bezvadu savienojamība""",
NR70,Vieds palīgs ar AI,N,No,,No,☐,,No (0Y/0M/3N),,
NR71,Head - Up displejs,N,No,,No,☐,,No (0Y/0M/3N),,
NR72,Interjers -  Instrumenti/Vadības Elementi,Y,,,,☐,,,,
NR73,Apsildāms stūres rats,N,No,,No,☐,,No (0Y/0M/3N),,
NR74,Ādas stūres rats,N,No,,No,☐,,No (0Y/0M/3N),,
NR75,"Digitālais displejs – līdz 8,9 collas",N,No,,No,☐,,No (0Y/0M/3N),,
NR76,"Digitālais displejs 9–11,9 collas",N,No,,No,☐,,Maybe (2Y/0M/1N),"""5,3 collu digitālais instrumentu panelis""",
NR77,Digitālais displejs 12+ collas,N,No,,No,☐,,Maybe (1Y/0M/2N),"""14,6 collu centrālais skārienekrāns""",
NR78,Interjers -  Sēdekļi,Y,,,,☐,,,,
NR79,Apsildāms vadītāja sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR80,Apsildāms pasažiera sēdeklis,N,No,,No,☐,,No (0Y/0M/3N),,
NR81,Apsildāmi aizmugurējie sēdekļi,N,No,,No,☐,,No (0Y/0M/3N),,
NR82,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR83,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,,No,☐,,No (0Y/0M/3N),,
NR84,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR85,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,,No,☐,,No (0Y/0M/3N),,
NR86,Vadītāja sēdekļa elektriska regulēšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR87,Pasažiera sēdekļa elektriska regulēšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR88,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR89,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,,No,☐,,No (0Y/0M/3N),,
NR90,Sēdekļu apdare - audums/sintētiska āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR91,Sēdekļu apdare - Alcantara/sintētiska āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR92,Sēdekļu apdare - sintētiska āda,N,No,,No,☐,,No (0Y/0M/3N),,
NR93,Interjers -  Vadītāja Palīdzības Tehnoloģijas,Y,,,,☐,,,,
NR94,Automātiskā parkošanās sistēma,N,No,,No,☐,,No (0Y/0M/3N),,
NR95,Aklās zona uzraudzība,N,Yes,Aklās zonas uzraudzības sistēma (BLIS),Yes,☑,Aklās zonas uzraudzības sistēma (BLIS),Yes (3Y/0M/0N),"""Aklās zonas uzraudzības sistēma (BLIS)""",
NR96,Aklās zona uzraudzība ar krustojuma satiksmes brīdinājumu,N,No,,No,☐,,No (0Y/0M/3N),,
NR97,Kruīza kontrole,N,No,,No,☐,,Maybe (1Y/0M/2N),"""Adaptīvā kruīza kontrole""",
NR98,Kruīza kontrole – adaptīvā,N,Yes,Adaptīvā kruīza kontrole,Yes,☑,Adaptīvā kruīza kontrole,Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole""",
NR99,Kruīza kontrole – adaptīvā Stop&Go,N,Yes,Adaptīvā kruīza kontrole ar Stop & Go funkciju,Yes,☑,Adaptīvā kruīza kontrole ar Stop & Go funkciju,Yes (3Y/0M/0N),"""Adaptīvā kruīza kontrole ar Stop & Go funkciju""",
NR100,Kruīza kontrole – adaptīvā satiksmes sastrēgumu gadījumā,N,No,,No,☐,,No (0Y/0M/3N),,
NR101,"Kruīza kontrole – adaptīvā, balstīta uz navigācijas sistēmu",N,No,,No,☐,,No (0Y/0M/3N),,
NR102,Joslas centrēšana un apdzīšanas palīgs,N,No,,No,☐,,No (0Y/0M/3N),,
NR103,Kamera – priekšējais 360° skats,N,No,,No,☐,,No (0Y/0M/3N),,
NR104,Kamera – aizmugurējais skats,N,Yes,Atpakaļgaitas kamera,Yes,☑,Atpakaļgaitas kamera,Yes (3Y/0M/0N),"""Atpakaļgaitas kamera""",
NR105,Stāvvietas palīgs – priekšējie sensori,N,Yes,Priekšējie un aizmugurējie stāvvietas sensori,Yes,☑,Priekšējie un aizmugurējie stāvvietas sensori,Yes (3Y/0M/0N),"""Priekšējie un aizmugurējie stāvvietas sensori""",
NR106,Stāvvietas palīgs – aizmugurējie sensori,N,Yes,Priekšējie un aizmugurējie stāvvietas sensori,Yes,☑,Priekšējie un aizmugurējie stāvvietas sensori,Yes (3Y/0M/0N),"""Priekšējie un aizmugurējie stāvvietas sensori""",
NR107,Mehāniskais -  Šasija,Y,,,,☐,,,,
NR108,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,"Automātiskā avārijas bremzēšana (pēkšņa šķēršļa, gājēju un velosipēdistu atpazīšana)",Yes,☑,"Automātiskā avārijas bremzēšana (pēkšņa šķēršļa, gājēju un velosipēdistu atpazīšana)",Yes (3Y/0M/0N),"""Automātiskā avārijas bremzēšana (pēkšņa šķēršļa, gājēju un velosipēdistu atpazīšana)""",
NR109,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No,☐,,No (0Y/0M/3N),,
NR110,Stāvbremze - elektriska,N,Yes,Elektroniskā stāvbremze ar Auto Hold funkciju,Yes,☑,Elektroniskā stāvbremze ar Auto Hold funkciju,Yes (3Y/0M/0N),"""Elektroniskā stāvbremze""",
NR111,Mehāniskais -  Riteņi/Riepas,Y,,,,☐,,,,
NR112,"17"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR113,"17"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR114,"18"" tērauda riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR115,"18"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR116,"19"" vieglmetāla riteņi",N,Yes,19 collu vieglmetāla diski,Yes,☑,19 collu vieglmetāla diski,Yes (3Y/0M/0N),"""19 collu vieglmetāla diski""",
NR117,"20"" vieglmetāla riteņi",N,No,,No,☐,,No (0Y/0M/3N),,
NR118,Rezerves ritenis,N,No,,No,☐,,No (0Y/0M/3N),,
NR119,Piekabes āķis,N,No,,No,☐,,No (0Y/0M/3N),,
NR120,Drošība Un Aizsardzība,Y,,,,☐,,,,
NR121,Gaisa spilveni - ceļgaliem,N,No,,No,☐,,No (0Y/0M/3N),,
NR122,Gaisa spilveni - aizkari,N,No,,No,☐,,No (0Y/0M/3N),,
NR123,Gaisa spilveni - sāniem,N,No,,No,☐,,No (0Y/0M/3N),,
NR124,Signalizācija - perimetrs,N,No,,No,☐,,No (0Y/0M/3N),,
NR125,Bezatslēgas iedarbināšana,N,No,,No,☐,,No (0Y/0M/3N),,
NR126,Bezatslēgas ieeja un iedarbināšana,N,Yes,Bezatslēgas piekļuve,Yes,☑,Bezatslēgas piekļuve,Yes (3Y/0M/0N),"""Bezatslēgas piekļuve""",
NR127,Garantija,Y,,,,☐,,,,
NR128,Papildus garantija - 2 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR129,Pagarināta garantija – 3 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR130,Pagarināta garantija – 4 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR131,Pagarināta garantija – 5 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR132,Pagarināta garantija – 6 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR133,Pagarināta garantija – 7 gadi,N,No,,No,☐,,No (0Y/0M/3N),,
NR134,Garantijas nobraukums,N,No,,No,☐,,No (0Y/0M/3N),,
NR135,Garantijas nobraukums,N,No,,No,☐,,No (0Y/0M/3N),,
NR136,Garantijas nobraukums,N,No,,No,☐,,No (0Y/0M/3N),,
NR137,Garantijas nobraukums,N,No,,No,☐,,No (0Y/0M/3N),,
NR138,Bez nobraukuma ierobežojuma,N,No,,No,☐,,No (0Y/0M/3N),,
NR139,Akumulatora garantija,N,No,,No,☐,,No (0Y/0M/3N),,
