Nr Code,Variable Name,Is TT,Intelligent Match,Consensus Match,Final Match,Intelligent Text,Consensus Text,Final Text,Language Used,Intelligent Reason,Consensus Reason,Combined Reason
NR37,Bagāžnieka durvis - Elektriski atveramas ar bezroku vadību,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR38,Jumta sliedes,N,Yes,Yes,Yes,"Roof rails, black (not available for Coupe)","""Jumta reliņi, melni (nav piejami Coupe)""","Roof rails, black (not available for Coupe)",LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions roof rails.,Combined: I:Yes/C:Yes = Yes (LV)
NR39,Priekšējais bagāžnieks,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR40,Panorāmas jumts,N,Yes,Yes,Yes,Panoramic glass roof with tinted glass (only Coupe),"""Panorāmas stikla jumts ar tonētu stiklu (tikai Coupe)""",Panoramic glass roof with tinted glass (only Coupe),LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a panoramic roof.,Combined: I:Yes/C:Yes = Yes (LV)
NR41,Ārējais Izskats -  Apgaismojums,Y,,,,,,,,,,
NR42,Dienas gaitas lukturi - LED,N,Yes,Yes,Yes,LED headlights,"""LED priekšējie un aizmugurējie lukturi""",LED headlights,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions LED front lights.,Combined: I:Yes/C:Yes = Yes (LV)
NR43,Priekšējie miglas lukturi - LED,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR44,Priekšējie miglas lukturi – LED integrēti,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR45,Priekšējo lukturu vadība – automātiska ieslēgšana/izslēgšana,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR46,Priekšējo lukturu vadība – automātiska ieslēgšana/izslēgšana un tālās/tuvās gaismas,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR47,Priekšējie lukturi – LED,N,Yes,Yes,Yes,LED headlights,"""LED priekšējie un aizmugurējie lukturi""",LED headlights,EN,EN: English term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions LED front lights.,Combined: I:Yes/C:Yes = Yes (EN)
NR48,Priekšējie lukturi – adaptīvie LED bez Matrix vai Glare Free,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR49,Priekšējie lukturi – adaptīvie LED ar Matrix vai Glare Free,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR50,Interjers – Komforts/Ērtības,Y,,,,,,,,,,
NR51,Gaisa kondicionētājs – EATC 1 zona,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR52,Gaisa kondicionētājs – EATC 2 zonas,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR53,Gaisa kondicionētājs – EATC 3 zonas,N,Yes,Yes,Yes,3-zone climate control (Climatronic),"""3-zonu klimata kontrole (Climatronic)""",3-zone climate control (Climatronic),LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a 3-zone climate control system.,Combined: I:Yes/C:Yes = Yes (LV)
NR54,Salona gaisa attīrītājs,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR55,Centrālā konsole ar roku balstu,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR56,Apgaismojums – salons ar daudzkrāsu LED,N,No,Yes,Maybe,,"""salona LED apgaismojuma pakotne""","""salona LED apgaismojuma pakotne""",,: No equivalent found in either language,Consensus: 3Y/0M/0N - Clearly mentions LED lighting in the interior.,Combined: I:No/C:Yes = Maybe ()
NR57,Automātiski tumšojams salona spogulis,N,Yes,Yes,Yes,Interior rearview mirror with automatic dimming,"""Salona atpakaļskata spogulis ar automātisku aptumšošanos""",Interior rearview mirror with automatic dimming,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions an automatically dimming interior mirror.,Combined: I:Yes/C:Yes = Yes (LV)
NR58,Elektrības pieslēgums – aizmugurē,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR59,Bezvadu uzlāde,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR60,Interjers – In Car Entertainment/Komunikācijas,Y,,,,,,,,,,
NR61,Zīmola skaņas sistēma ar vairāk nekā 6 skaļruņiem,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR62,"Daudzfunkcionāls skārienjūtīgais ekrāns - 6 - 8""",N,Yes,Yes,Yes,"13"" touchscreen, voice control, Smart Link, digital radio, 2x USB-C ports","""13"" skārienjūtīgs ekrāns""","13"" touchscreen, voice control, Smart Link, digital radio, 2x USB-C ports",EN,EN: English term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a touch screen.,Combined: I:Yes/C:Yes = Yes (EN)
NR63,"Daudzfunkcionāls skārienjūtīgais ekrāns - 8 - 10""",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR64,"Daudzfunkcionāls skārienjūtīgais ekrāns - 10 - 12""",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR65,"Daudzfunkcionāls skārienjūtīgais ekrāns - 12 - """,N,Yes,Yes,Yes,"13"" touchscreen, voice control, Smart Link, digital radio, 2x USB-C ports","""13"" skārienjūtīgs ekrāns""","13"" touchscreen, voice control, Smart Link, digital radio, 2x USB-C ports",EN,EN: English term matches the feature description,Consensus: 2Y/0M/1N - Clearly mentions a touch screen.,Combined: I:Yes/C:Yes = Yes (EN)
NR66,Navigācijas centrs,N,No,Yes,Maybe,,"""navigācijas sistēma""","""navigācijas sistēma""",,: No equivalent found in either language,Consensus: 3Y/0M/0N - Clearly mentions a navigation system.,Combined: I:No/C:Yes = Maybe ()
NR67,Navigācijas centrs - savienots,N,No,No,No,,"""navigācijas sistēma ar multivides pakotnes ""Infotainment Online""""","""navigācijas sistēma ar multivides pakotnes ""Infotainment Online""""",,: No equivalent found in either language,Consensus: 1Y/0M/2N - Clearly mentions a connected navigation system.,Combined: I:No/C:No = No ()
NR68,Android Auto un Apple CarPlay,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR69,Android Auto un Apple CarPlay - bezvadu,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR70,Vieds palīgs ar AI,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR71,Head - Up displejs,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR72,Interjers -  Instrumenti/Vadības Elementi,Y,,,,,,,,,,
NR73,Apsildāms stūres rats,N,Yes,Yes,Yes,2-spoke multifunction leather steering wheel with heating,"""apsildāms stūres rats""",2-spoke multifunction leather steering wheel with heating,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a heated steering wheel.,Combined: I:Yes/C:Yes = Yes (LV)
NR74,Ādas stūres rats,N,Yes,Yes,Yes,2-spoke multifunction leather steering wheel with heating,"""2-spieķu multifunkcionāla ādas stūre""",2-spoke multifunction leather steering wheel with heating,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a leather steering wheel.,Combined: I:Yes/C:Yes = Yes (LV)
NR75,"Digitālais displejs – līdz 8,9 collas",N,No,No,No,,,,,: No equivalent found in either language,not mentioned,Combined: I:No/C:No = No ()
NR76,"Digitālais displejs 9–11,9 collas",N,No,No,No,,,,,: No equivalent found in either language,not mentioned,Combined: I:No/C:No = No ()
NR77,Digitālais displejs 12+ collas,N,No,No,No,,,,,: No equivalent found in either language,not mentioned,Combined: I:No/C:No = No ()
NR78,Interjers -  Sēdekļi,Y,,,,,,,,,,
NR79,Apsildāms vadītāja sēdeklis,N,Yes,Yes,Yes,Front seat heating,"""Priekšējo sēdekļu apsilde""",Front seat heating,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions heated front seats.,Combined: I:Yes/C:Yes = Yes (LV)
NR80,Apsildāms pasažiera sēdeklis,N,No,Yes,Maybe,,"""Priekšējo sēdekļu apsilde""","""Priekšējo sēdekļu apsilde""",,: No equivalent found in either language,Consensus: 2Y/0M/1N - Clearly mentions heated front seats.,Combined: I:No/C:Yes = Maybe ()
NR81,Apsildāmi aizmugurējie sēdekļi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR82,Vadītāja sēdekļa jostasvietas regulēšana manuāli,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR83,Pasažiera sēdekļa jostasvietas regulēšana manuāli,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR84,Vadītāja sēdekļa jostasvietas regulēšana elektriski,N,No,No,No,,"""Priekšējie sēdekļi ar mehānisku augstuma regulāciju""","""Priekšējie sēdekļi ar mehānisku augstuma regulāciju""",,: No equivalent found in either language,Consensus: 1Y/0M/2N - Clearly mentions electric adjustment for the driver's seat.,Combined: I:No/C:No = No ()
NR85,Pasažiera sēdekļa jostasvietas regulēšana elektriski,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR86,Vadītāja sēdekļa elektriska regulēšana,N,No,Yes,Maybe,,"""Priekšējie sēdekļi ar mehānisku augstuma regulāciju""","""Priekšējie sēdekļi ar mehānisku augstuma regulāciju""",,: No equivalent found in either language,Consensus: 3Y/0M/0N - Clearly mentions electric adjustment for the driver's seat.,Combined: I:No/C:Yes = Maybe ()
NR87,Pasažiera sēdekļa elektriska regulēšana,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR88,Elektriski regulējams vadītāja sēdeklis ar atmiņu,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR89,Elektriski regulējams pasažiera sēdeklis ar atmiņu,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR90,Sēdekļu apdare - audums/sintētiska āda,N,No,Yes,Maybe,,"""melna/pelēka sēdekļu auduma/ mākslīgās ādas apdare""","""melna/pelēka sēdekļu auduma/ mākslīgās ādas apdare""",,: No equivalent found in either language,Consensus: 2Y/0M/1N - Clearly mentions seat upholstery.,Combined: I:No/C:Yes = Maybe ()
NR91,Sēdekļu apdare - Alcantara/sintētiska āda,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR92,Sēdekļu apdare - sintētiska āda,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR93,Interjers -  Vadītāja Palīdzības Tehnoloģijas,Y,,,,,,,,,,
NR94,Automātiskā parkošanās sistēma,N,No,Yes,Maybe,,"""Stāvvietā novietošanas sensori priekšā un aizmugurē""","""Stāvvietā novietošanas sensori priekšā un aizmugurē""",,: No equivalent found in either language,Consensus: 2Y/0M/1N - Clearly mentions parking sensors.,Combined: I:No/C:Yes = Maybe ()
NR95,Aklās zona uzraudzība,N,Yes,Yes,Yes,"Blind Spot Monitoring System ""Side Assist""","""Aklo zonu kontroles sistēma ""Side Assist""""","Blind Spot Monitoring System ""Side Assist""",LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions blind spot monitoring.,Combined: I:Yes/C:Yes = Yes (LV)
NR96,Aklās zona uzraudzība ar krustojuma satiksmes brīdinājumu,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR97,Kruīza kontrole,N,Yes,Yes,Yes,Adaptive cruise control,"""Adaptīvā kruīza kontrole""",Adaptive cruise control,EN,EN: English term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions adaptive cruise control.,Combined: I:Yes/C:Yes = Yes (EN)
NR98,Kruīza kontrole – adaptīvā,N,Yes,Yes,Yes,Adaptive cruise control,"""Adaptīvā kruīza kontrole""",Adaptive cruise control,EN,EN: English term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions adaptive cruise control.,Combined: I:Yes/C:Yes = Yes (EN)
NR99,Kruīza kontrole – adaptīvā Stop&Go,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR100,Kruīza kontrole – adaptīvā satiksmes sastrēgumu gadījumā,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR101,"Kruīza kontrole – adaptīvā, balstīta uz navigācijas sistēmu",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR102,Joslas centrēšana un apdzīšanas palīgs,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR103,Kamera – priekšējais 360° skats,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR104,Kamera – aizmugurējais skats,N,Yes,Yes,Yes,Rearview camera,"""atpakaļskata kamera""",Rearview camera,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions a rearview camera.,Combined: I:Yes/C:Yes = Yes (LV)
NR105,Stāvvietas palīgs – priekšējie sensori,N,No,Yes,Maybe,,"""Stāvvietā novietošanas sensori priekšā""","""Stāvvietā novietošanas sensori priekšā""",,: No equivalent found in either language,Consensus: 3Y/0M/0N - Clearly mentions front parking sensors.,Combined: I:No/C:Yes = Maybe ()
NR106,Stāvvietas palīgs – aizmugurējie sensori,N,No,Yes,Maybe,,"""Stāvvietā novietošanas sensori aizmugurē""","""Stāvvietā novietošanas sensori aizmugurē""",,: No equivalent found in either language,Consensus: 3Y/0M/0N - Clearly mentions rear parking sensors.,Combined: I:No/C:Yes = Maybe ()
NR107,Mehāniskais -  Šasija,Y,,,,,,,,,,
NR108,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Yes,Yes,Pedestrian and cyclist monitoring system,"""gājēju un velobraucēju uzraudzības sistēma""",Pedestrian and cyclist monitoring system,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions pedestrian and cyclist detection.,Combined: I:Yes/C:Yes = Yes (LV)
NR109,Sadursmes mīkstināšana - pēc sadursmes,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR110,Stāvbremze - elektriska,N,Yes,Yes,Yes,"Electronic parking brake with ""Autohold"" function","""Elektroniskā stāvbremze ar ""Autohold"" funkciju""","Electronic parking brake with ""Autohold"" function",LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions electronic parking brake.,Combined: I:Yes/C:Yes = Yes (LV)
NR111,Mehāniskais -  Riteņi/Riepas,Y,,,,,,,,,,
NR112,"17"" tērauda riteņi",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR113,"17"" vieglmetāla riteņi",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR114,"18"" tērauda riteņi",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR115,"18"" vieglmetāla riteņi",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR116,"19"" vieglmetāla riteņi",N,Yes,Yes,Yes,"19"" alloy wheels PROTEUS. 235/55 tires in front and 255/50 R19 in the rear","""19"" vieglmetāla diski PROTEUS""","19"" alloy wheels PROTEUS. 235/55 tires in front and 255/50 R19 in the rear",LV,LV: Latvian term matches the feature description,"Consensus: 3Y/0M/0N - Clearly mentions 19"" alloy wheels.",Combined: I:Yes/C:Yes = Yes (LV)
NR117,"20"" vieglmetāla riteņi",N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR118,Rezerves ritenis,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR119,Piekabes āķis,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR120,Drošība Un Aizsardzība,Y,,,,,,,,,,
NR121,Gaisa spilveni - ceļgaliem,N,Yes,No,Maybe,Front airbags with passenger airbag deactivation,N/A,Front airbags with passenger airbag deactivation,LV,LV: Latvian term matches the feature description,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:Yes/C:No = Maybe (LV)
NR122,Gaisa spilveni - aizkari,N,Yes,Yes,Yes,Head curtain airbag system and front side and central airbags,"""Galvas drošības spilvenu sistēma (aizkari) un priekšējie sānu un centrālais drošības spilveni""",Head curtain airbag system and front side and central airbags,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions curtain airbags.,Combined: I:Yes/C:Yes = Yes (LV)
NR123,Gaisa spilveni - sāniem,N,Yes,Yes,Yes,Emergency braking in the city,"""priekšējie sānu un centrālais drošības spilveni""",Emergency braking in the city,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions side airbags.,Combined: I:Yes/C:Yes = Yes (LV)
NR124,Signalizācija - perimetrs,N,Yes,Yes,Yes,Alarm with interior protection and anti-theft protection,"""Signalizācija ar salona aizsardzības funkciju""",Alarm with interior protection and anti-theft protection,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions alarm with interior protection.,Combined: I:Yes/C:Yes = Yes (LV)
NR125,Bezatslēgas iedarbināšana,N,Yes,Yes,Yes,Keyless access and engine start system Kessy,"""Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy""",Keyless access and engine start system Kessy,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions keyless start.,Combined: I:Yes/C:Yes = Yes (LV)
NR126,Bezatslēgas ieeja un iedarbināšana,N,Yes,Yes,Yes,Keyless access and engine start system Kessy,"""Bezatslēgas piekļuves un dzinēja startēšana sistēma Kessy""",Keyless access and engine start system Kessy,LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions keyless entry and start.,Combined: I:Yes/C:Yes = Yes (LV)
NR127,Garantija,Y,,,,,,,,,,
NR128,Papildus garantija - 2 gadi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR129,Pagarināta garantija – 3 gadi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR130,Pagarināta garantija – 4 gadi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR131,Pagarināta garantija – 5 gadi,N,Yes,Yes,Yes,"Manufacturer's warranty - 5 years with 100,000 km mileage limit","""Ražotāja garantija - 5 gadi ar 100 000km nobraukuma ierobežojumu""","Manufacturer's warranty - 5 years with 100,000 km mileage limit",LV,LV: Latvian term matches the feature description,Consensus: 2Y/0M/1N - Clearly mentions a 5-year warranty.,Combined: I:Yes/C:Yes = Yes (LV)
NR132,Pagarināta garantija – 6 gadi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR133,Pagarināta garantija – 7 gadi,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR134,Garantijas nobraukums,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR135,Garantijas nobraukums,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR136,Garantijas nobraukums,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR137,Garantijas nobraukums,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR138,Bez nobraukuma ierobežojuma,N,No,No,No,,N/A,N/A,,: No equivalent found in either language,Consensus: 0Y/0M/3N - Not mentioned in the specification text.,Combined: I:No/C:No = No ()
NR139,Akumulatora garantija,N,Yes,Yes,Yes,"High-voltage battery warranty 8 years or 160,000 km","""Augstprieguma baterijas garantija 8 gadi vai 160 000km""","High-voltage battery warranty 8 years or 160,000 km",LV,LV: Latvian term matches the feature description,Consensus: 3Y/0M/0N - Clearly mentions battery warranty.,Combined: I:Yes/C:Yes = Yes (LV)
