Nr Code,Variable Name,Is TT,Match (Yes/No/Maybe),Matching Text,LLM_Reason
NR94,Automātiskā parkošanās sistēma,N,No,,No equivalent automatic parking system feature found
NR95,Aklās zona uzraudzība,N,No,,No equivalent blind spot monitoring feature found
NR96,Aklās zona uzraudzība ar krustojuma satiksmes brīdinājumu,N,No,,No equivalent cross-traffic alert feature found
NR97,Kruīza kontrole,N,Yes,Kruīza kontrole ar ātruma ierobežotāju,Matches cruise control
NR98,Kruīza kontrole – adaptīvā,N,No,,No equivalent adaptive cruise control feature found
NR99,Kruīza kontrole – adaptīvā Stop&Go,N,No,,No equivalent Stop&Go cruise control feature found
NR100,Kruīza kontrole – adaptīvā satiksmes sastrēgumu gadījumā,N,No,,No equivalent traffic jam cruise control feature found
NR101,"Kruīza kontrole – adaptīvā, balstīta uz navigācijas sistēmu",N,No,,No equivalent navigation-based cruise control feature found
NR102,Joslas centrēšana un apdzīšanas palīgs,N,No,,No equivalent lane centering feature found
NR103,Kamera – priekšējais 360° skats,N,No,,No equivalent front 360° camera feature found
NR104,Kamera – aizmugurējais skats,N,Yes,Atpakaļskata kamera,Matches rearview camera
NR105,Stāvvietas palīgs – priekšējie sensori,N,No,,No equivalent front parking sensors feature found
NR106,Stāvvietas palīgs – aizmugurējie sensori,N,No,,No equivalent rear parking sensors feature found
NR107,Mehāniskais -  Šasija,Y,,,
NR108,AEBS ar gājēju un velosipēdistu atpazīšanu,N,Yes,Inteliģentā ārkārtas bremzēšanas sistēma ar gājēju un riteņbraucēju atpazīšanas funkciju,Matches AEBS with pedestrian and cyclist detection
NR109,Sadursmes mīkstināšana - pēc sadursmes,N,No,,No equivalent post-collision mitigation feature found
NR110,Stāvbremze - elektriska,N,Yes,Elektroniska rokas bremze ar automātiskās stāvbremzes funkciju,Matches electric parking brake
NR111,Mehāniskais -  Riteņi/Riepas,Y,,,
NR112,"17"" tērauda riteņi",N,Yes,"17"" tērauda diski, Sakura","Matches 17"" steel wheels"
NR113,"17"" vieglmetāla riteņi",N,No,,No equivalent alloy wheels feature found
NR114,"18"" tērauda riteņi",N,No,,"No equivalent 18"" steel wheels feature found"
NR115,"18"" vieglmetāla riteņi",N,No,,"No equivalent 18"" alloy wheels feature found"
NR116,"19"" vieglmetāla riteņi",N,No,,"No equivalent 19"" alloy wheels feature found"
NR117,"20"" vieglmetāla riteņi",N,No,,"No equivalent 20"" alloy wheels feature found"
NR118,Rezerves ritenis,N,No,,No equivalent spare wheel feature found
NR119,Piekabes āķis,N,No,,No equivalent tow hitch feature found
NR120,Drošība Un Aizsardzība,Y,,,
NR121,Gaisa spilveni - ceļgaliem,N,No,,No equivalent knee airbags feature found
NR122,Gaisa spilveni - aizkari,N,Yes,"Autovadītāja un pasažiera gaisa drošības spilveni, sānu un aizkarveida gaisa drošības spilveni",Matches curtain airbags
NR123,Gaisa spilveni - sāniem,N,Yes,"Autovadītāja un pasažiera gaisa drošības spilveni, sānu un aizkarveida gaisa drošības spilveni",Matches side airbags
NR124,Signalizācija - perimetrs,N,Yes,Rūpnīcā uzstādīta signalizācija,Matches perimeter alarm
NR125,Bezatslēgas iedarbināšana,N,No,,No equivalent keyless start feature found
NR126,Bezatslēgas ieeja un iedarbināšana,N,No,,No equivalent keyless entry and start feature found
NR127,Garantija,Y,,,
NR128,Papildus garantija - 2 gadi,N,No,,No equivalent additional warranty feature found
NR129,Pagarināta garantija – 3 gadi,N,No,,No equivalent extended warranty feature found
NR130,Pagarināta garantija – 4 gadi,N,No,,No equivalent extended warranty feature found
NR131,Pagarināta garantija – 5 gadi,N,No,,No equivalent extended warranty feature found
NR132,Pagarināta garantija – 6 gadi,N,No,,No equivalent extended warranty feature found
NR133,Pagarināta garantija – 7 gadi,N,No,,No equivalent extended warranty feature found
NR134,Garantijas nobraukums,N,No,,No equivalent mileage warranty feature found
NR135,Garantijas nobraukums,N,No,,No equivalent mileage warranty feature found
NR136,Garantijas nobraukums,N,No,,No equivalent mileage warranty feature found
NR137,Garantijas nobraukums,N,No,,No equivalent mileage warranty feature found
NR138,Bez nobraukuma ierobežojuma,N,No,,No equivalent unlimited mileage warranty feature found
NR139,Akumulatora garantija,N,No,,No equivalent battery warranty feature found
